seller_id,category_en,total_orders,short_orders,revenue,short_rate_pct
08cdbae123ff67ca4e36d9d641ce0119,furniture_living_room,6,3,8378.119999999999,50.0
08d0949a9a17c027262db1f3c450c26c,furniture_decor,12,12,699.54,100.0
08d2d642cf72b622b14dde1d2f5eb2f5,stationery,9,9,529.6899999999999,100.0
08d2d642cf72b622b14dde1d2f5eb2f5,watches_gifts,5,5,179.91,100.0
093805f8f2aeb63881444571e1f48f30,health_beauty,27,27,2523.7200000000003,100.0
094ced053e257ae8cae57205592d6712,health_beauty,12,12,1426.1,100.0
094ced053e257ae8cae57205592d6712,perfumery,8,8,696.16,100.0
0951a6e282947e09cd47969f4ed0b47f,perfumery,6,6,549.53,100.0
099095b050cfe8eb1ddff5317587e96e,housewares,9,9,1903.8200000000002,100.0
09bad886111255c5b5030314fc7f1a4a,art,5,5,560.36,100.0
09f952a5f58d2285b0372551ae8f9b01,furniture_decor,43,40,10322.19,93.0
09f952a5f58d2285b0372551ae8f9b01,home_construction,23,23,6306.22,100.0
0a85ebe4e328db81ac9109781205e2f7,furniture_decor,11,11,719.95,100.0
0aa2205ca24f113f4658a5c536667426,stationery,10,10,2650.16,100.0
0ac4201fda2c68ebc0e47cb9423cf3c9,health_beauty,12,12,787.3,100.0
0ad80de75c811326389cfb1daba7d45e,toys,6,6,1564.72,100.0
0adac9fbd9a2b63cccaac4f8756c1ca8,furniture_decor,9,9,1179.65,100.0
0adac9fbd9a2b63cccaac4f8756c1ca8,home_appliances,10,10,7427.88,100.0
0adac9fbd9a2b63cccaac4f8756c1ca8,housewares,112,109,21030.74,97.3
0adac9fbd9a2b63cccaac4f8756c1ca8,market_place,8,8,1360.27,100.0
0aea4c6ae1505b3228ddf3dd7822ee5b,watches_gifts,10,8,1579.66,80.0
0afccdb8a34ee5c79f7c06faf2b4d56e,telephony,24,23,1557.09,95.8
0b18d63d0cd1d723567903fd34a07df2,auto,10,10,1659.72,100.0
0b35c634521043bf4b47e21547b99ab5,construction_tools_construction,79,70,33603.77,88.6
0b36063d5818f81ccb94b54adfaebbf5,garden_tools,15,15,11745.0,100.0
0b90b6df587eb83608a64ea8b390cf07,computers_accessories,210,198,51350.29,94.3
0bae85eb84b9fb3bd773911e89288d54,housewares,85,85,6576.82,100.0
0bae85eb84b9fb3bd773911e89288d54,sports_leisure,6,6,670.9,100.0
0bae85eb84b9fb3bd773911e89288d54,stationery,7,7,604.72,100.0
0bae85eb84b9fb3bd773911e89288d54,toys,36,36,2729.75,100.0
0bb738e4d789e63e2267697c42d35a2d,garden_tools,14,13,721.79,92.9
0bb738e4d789e63e2267697c42d35a2d,industry_commerce_and_business,15,15,1910.23,100.0
0be8ff43f22e456b4e0371b2245e4d01,bed_bath_table,11,10,827.7199999999999,90.9
0be8ff43f22e456b4e0371b2245e4d01,computers_accessories,6,5,361.15999999999997,83.3
0be8ff43f22e456b4e0371b2245e4d01,fashion_sport,5,5,1103.48,100.0
0be8ff43f22e456b4e0371b2245e4d01,housewares,25,25,1974.83,100.0
0be8ff43f22e456b4e0371b2245e4d01,luggage_accessories,31,30,4012.0,96.8
0be8ff43f22e456b4e0371b2245e4d01,sports_leisure,69,69,4850.4,100.0
0be8ff43f22e456b4e0371b2245e4d01,stationery,11,9,941.37,81.8
0be8ff43f22e456b4e0371b2245e4d01,toys,10,10,1375.6,100.0
0bebbb2cea103a4a020c95d43fd7d754,health_beauty,8,8,1343.15,100.0
0bf0150d5b9d60d9cd2906003332f085,furniture_decor,59,54,13611.64,91.5
0bf0150d5b9d60d9cd2906003332f085,home_confort,5,4,570.28,80.0
0c7533c71df861ec58ad7ff999ed0e8d,perfumery,76,74,5929.09,97.4
0c8380b62e38e8a1e6adbeba7eb9688c,bed_bath_table,147,140,17899.98,95.2
0c8380b62e38e8a1e6adbeba7eb9688c,furniture_decor,51,51,9612.37,100.0
0cbcee27c791afa0cdcb08587a2013a8,fashion_bags_accessories,31,30,4630.62,96.8
0cbcee27c791afa0cdcb08587a2013a8,sports_leisure,9,8,1541.24,88.9
0d33a55da925bbf1ff02af5f6059fc7f,books_general_interest,9,9,350.98,100.0
0d33a55da925bbf1ff02af5f6059fc7f,books_technical,11,11,667.42,100.0
0d83f8e03188682112cc0d93523705cc,computers_accessories,6,2,1871.37,33.3
0d85bbda9889ce1f7e63778d24f346eb,art,5,5,638.77,100.0
0d85bbda9889ce1f7e63778d24f346eb,christmas_supplies,22,14,7646.12,63.6
0d85bbda9889ce1f7e63778d24f346eb,stationery,33,30,3088.69,90.9
0db783cfcd3b73998abc6e10e59a102f,computers_accessories,23,20,1343.82,87.0
0db783cfcd3b73998abc6e10e59a102f,tablets_printing_image,56,55,6862.63,98.2
0db783cfcd3b73998abc6e10e59a102f,telephony,60,60,4011.07,100.0
0dd184061fb0eaa7ca37932c68ab91c5,housewares,63,56,13635.82,88.9
0dd184061fb0eaa7ca37932c68ab91c5,industry_commerce_and_business,115,110,19111.02,95.7
0dd184061fb0eaa7ca37932c68ab91c5,sports_leisure,16,16,2357.91,100.0
0df3984f9dfb3d49ac6366acbd3bbb85,health_beauty,87,87,11605.29,100.0
0df3984f9dfb3d49ac6366acbd3bbb85,perfumery,6,5,451.37,83.3
0e44d110fa6a54e121cb2c095a77762f,stationery,7,7,293.38,100.0
0e982cff76cc0579f632cea8a0e38c9d,musical_instruments,7,7,1399.96,100.0
0ea22c1cfbdc755f86b9b54b39c16043,fashion_bags_accessories,251,246,18810.14,98.0
0ea22c1cfbdc755f86b9b54b39c16043,pet_shop,6,6,408.03,100.0
0eaa7e33d73809f1f925f7d07c506cbd,toys,14,14,1696.18,100.0
0ebd97a106433a45a4aebe57c1799778,fashion_bags_accessories,33,33,4037.93,100.0
0ed6ce5d87fd9c69eaacaeb778d67235,air_conditioning,5,5,186.17000000000002,100.0
0ed6ce5d87fd9c69eaacaeb778d67235,electronics,20,19,648.21,95.0
0ed6ce5d87fd9c69eaacaeb778d67235,housewares,13,10,1225.92,76.9
0ef83d7d83ed97cd2a0049ac8be5f88a,health_beauty,32,32,3089.9,100.0
0ef83d7d83ed97cd2a0049ac8be5f88a,sports_leisure,24,23,4078.9700000000003,95.8
0ff83046c3fa22efee8ecf291888b191,sports_leisure,14,14,1190.2,100.0
0ffa40d54288e4f3499b8780dd0f144f,books_technical,32,32,2861.26,100.0
10076e5788b8ee532724bcd460baf762,baby,14,13,793.06,92.9
10076e5788b8ee532724bcd460baf762,cool_stuff,13,13,783.88,100.0
101a3a003516bc11253298b2fad3cb65,fashion_male_clothing,5,5,367.6,100.0
1025f0e2d44d7041d6cf58b6550e0bfa,construction_tools_lights,69,67,21704.94,97.1
1025f0e2d44d7041d6cf58b6550e0bfa,furniture_decor,1313,1278,267960.02,97.3
1025f0e2d44d7041d6cf58b6550e0bfa,home_construction,59,56,13220.2,94.9
1025f0e2d44d7041d6cf58b6550e0bfa,signaling_and_security,5,5,638.69,100.0
10ff823eda2b032e2c93d17a7d294736,housewares,6,6,878.96,100.0
112453736dbe3889cfb74e1aaa0ba0c1,auto,12,12,4368.61,100.0
1127b7f2594683f2510f1c2c834a486b,costruction_tools_garden,6,6,210.01999999999998,100.0
1127b7f2594683f2510f1c2c834a486b,garden_tools,126,120,13443.09,95.2
11305281b50fff20ae8bb473f8e11876,furniture_decor,14,14,4750.8,100.0
11305281b50fff20ae8bb473f8e11876,home_confort,16,14,3264.84,87.5
113e3a788b935f48aad63e1c41dac1bd,christmas_supplies,50,48,2273.61,96.0
116ccb1a1604bc88e4d234a8c23f33de,auto,56,56,2429.89,100.0
116ccb1a1604bc88e4d234a8c23f33de,christmas_supplies,10,10,680.98,100.0
117cfc326c6d50da67ca858ff5c0c852,sports_leisure,6,6,93.11,100.0
11bfa66332777660bd0640ee84d47006,health_beauty,55,48,4827.22,87.3
11bfa66332777660bd0640ee84d47006,perfumery,48,42,4777.34,87.5
128639473a139ac0f3e5f5ade55873a5,air_conditioning,13,13,766.13,100.0
128639473a139ac0f3e5f5ade55873a5,computers_accessories,8,8,236.2,100.0
128639473a139ac0f3e5f5ade55873a5,electronics,543,521,22841.35,95.9
128f9bfbe4c7d5185033914b1de3d39a,health_beauty,17,17,1719.6399999999999,100.0
12b9676b00f60f3b700e83af21824c0e,cool_stuff,133,125,28962.05,94.0
13074f016982ff2bd6c58ced8682f000,kitchen_dining_laundry_garden_furniture,13,12,2446.42,92.3
1336efc61c316ddf92c899eb817f7cae,furniture_decor,25,21,1996.97,84.0
1336efc61c316ddf92c899eb817f7cae,pet_shop,44,44,5535.88,100.0
134285d1f41da5c13a756ee8142c8a4e,auto,6,6,2694.27,100.0
134a288e7de827ec5ec62e3ec9c3a295,books_technical,8,8,986.22,100.0
1354d51653f645349064725ed204e85e,furniture_decor,14,14,2864.71,100.0
138dbe45fc62f1e244378131a6801526,baby,6,6,199.27,100.0
138dbe45fc62f1e244378131a6801526,health_beauty,11,11,271.74,100.0
138dbe45fc62f1e244378131a6801526,housewares,18,18,988.53,100.0
138dbe45fc62f1e244378131a6801526,perfumery,8,8,247.32,100.0
138dbe45fc62f1e244378131a6801526,sports_leisure,13,13,977.34,100.0
13c2ed7698b3ca92dad49e849219da59,perfumery,9,9,766.85,100.0
13d058e4eeac2ce8217660b2f8a05812,home_appliances_2,22,21,4647.37,95.5
13f57c12a00ed4610db646b913a7f5c6,auto,16,16,1758.95,100.0
13fa2a6c6b9d0f43cb588d7c82117a12,health_beauty,10,7,5666.28,70.0
141440cad9341e553f8401c574a2aa38,drinks,7,7,1447.87,100.0
1430239a858e7682bbc43b20758af153,baby,12,12,541.27,100.0
1430239a858e7682bbc43b20758af153,sports_leisure,7,7,761.77,100.0
1464afc72f696af775557a821c2e253f,health_beauty,5,5,200.15,100.0
1464afc72f696af775557a821c2e253f,perfumery,26,25,1378.31,96.2
14a08204d03bb6b6bde8029f801ae0eb,computers_accessories,8,8,922.5600000000001,100.0
14a08204d03bb6b6bde8029f801ae0eb,electronics,25,25,4242.28,100.0
14d7985702e72162bbf13b6beb74ab2b,sports_leisure,38,35,4669.56,92.1
1554a68530182680ad5c8b042c3ab563,furniture_decor,169,161,13933.36,95.3
1554a68530182680ad5c8b042c3ab563,furniture_living_room,93,84,21777.4,90.3
1554a68530182680ad5c8b042c3ab563,housewares,15,13,1083.8600000000001,86.7
1554a68530182680ad5c8b042c3ab563,toys,21,21,1817.65,100.0
157c3e4b42f81ac4a44e8b1ca2fe9876,furniture_decor,29,28,5545.54,96.6
15ead3a5037a918ddb520dfe39a3d2b9,books_general_interest,9,9,478.26,100.0
15fa791d5e017f66402dc28c44480657,baby,9,8,1983.29,88.9
16090f2ca825584b5a147ab24aa30c86,auto,253,242,16873.53,95.7
16090f2ca825584b5a147ab24aa30c86,consoles_games,25,25,8426.82,100.0
16090f2ca825584b5a147ab24aa30c86,fashion_bags_accessories,6,5,433.29,83.3
16090f2ca825584b5a147ab24aa30c86,food,118,116,5155.77,98.3
16090f2ca825584b5a147ab24aa30c86,garden_tools,5,5,315.43,100.0
165b1235e9e9942cb5fae67103576fb0,construction_tools_construction,11,11,4267.9800000000005,100.0
165fc07beebdcb6190fba8a06db2a449,computers_accessories,57,53,22175.18,93.0
165fc07beebdcb6190fba8a06db2a449,sports_leisure,7,7,9089.810000000001,100.0
1660ad786c27fd935378b6192a90b417,computers_accessories,14,14,2246.58,100.0
167fd940acebc789debd6eb418c46e38,auto,5,5,1178.48,100.0
1690cada046eb7e92c12f98b1f8a8167,auto,10,10,1992.91,100.0
17306570e772e7718c92a562d33f5f1d,bed_bath_table,22,21,5667.3099999999995,95.5
1771297ac436903d1dd6b0e9279aa505,baby,17,17,1791.47,100.0
1771297ac436903d1dd6b0e9279aa505,bed_bath_table,12,12,792.9399999999999,100.0
1771297ac436903d1dd6b0e9279aa505,garden_tools,7,7,1969.7,100.0
1782ce2db72c3dda627d5e7c898104e1,sports_leisure,5,4,1209.46,80.0
1782ce2db72c3dda627d5e7c898104e1,watches_gifts,5,5,881.8199999999999,100.0
17908cf9b444ee34047cadd5c0f4a516,auto,11,9,2495.41,81.8
179d859f51292aac5c10806a356f7af9,electronics,19,19,918.39,100.0
17a053fcb14bd219540cbde0df490be0,office_furniture,140,135,64484.96,96.4
17ca9b9e9b9ef8fdb529001b49ebb50f,bed_bath_table,85,84,9017.32,98.8
17ca9b9e9b9ef8fdb529001b49ebb50f,furniture_decor,12,12,1247.66,100.0
17ca9b9e9b9ef8fdb529001b49ebb50f,housewares,25,25,3177.47,100.0
17ca9b9e9b9ef8fdb529001b49ebb50f,stationery,9,9,1318.53,100.0
17e34d8224d27a541263c4c64b11a56b,computers_accessories,42,39,10525.89,92.9
17e34d8224d27a541263c4c64b11a56b,consoles_games,34,30,9460.65,88.2
17e34d8224d27a541263c4c64b11a56b,construction_tools_construction,7,6,719.38,85.7
17e34d8224d27a541263c4c64b11a56b,garden_tools,16,16,3870.5,100.0
17e34d8224d27a541263c4c64b11a56b,health_beauty,5,5,353.02,100.0
17e34d8224d27a541263c4c64b11a56b,perfumery,135,132,27873.14,97.8
17e34d8224d27a541263c4c64b11a56b,sports_leisure,10,10,497.84000000000003,100.0
17e34d8224d27a541263c4c64b11a56b,telephony,5,5,676.27,100.0
17f51e7198701186712e53a39c564617,health_beauty,63,52,67584.27,82.5
180c3376aff0e43dd5788709df48a843,fixed_telephony,9,8,6267.91,88.9
1835b56ce799e6a4dc4eddc053f04066,baby,5,4,352.25,80.0
1835b56ce799e6a4dc4eddc053f04066,bed_bath_table,558,525,73773.55,94.1
1838dd9b8977065acf51d95e0053ea7a,computers_accessories,58,56,3786.0,96.6
1838dd9b8977065acf51d95e0053ea7a,electronics,5,5,383.75,100.0
184a67a8f9f63234d3a92340bbdb727f,furniture_decor,10,9,896.8299999999999,90.0
186cdd1b2df32caa72cfb410bba768d3,housewares,6,6,1609.73,100.0
189ca3538ce9f920cacf0f982cbe223b,stationery,5,5,650.73,100.0
18a349e75d307f4b4cc646a691ed4216,auto,18,17,2290.18,94.4
18a349e75d307f4b4cc646a691ed4216,computers_accessories,23,22,1636.97,95.7
18a349e75d307f4b4cc646a691ed4216,construction_tools_safety,11,10,769.06,90.9
18a349e75d307f4b4cc646a691ed4216,cool_stuff,12,12,1421.61,100.0
18a349e75d307f4b4cc646a691ed4216,fixed_telephony,14,14,4907.26,100.0
18a349e75d307f4b4cc646a691ed4216,telephony,25,24,950.14,96.0
18e694e0e48ed6f7aa3f24aade5fd697,computers_accessories,29,29,1308.2,100.0
18e694e0e48ed6f7aa3f24aade5fd697,health_beauty,6,6,99.28999999999999,100.0
1900267e848ceeba8fa32d80c1a5f5a8,bed_bath_table,551,530,54834.14,96.2
1900267e848ceeba8fa32d80c1a5f5a8,home_confort,6,6,2888.14,100.0
1987cd4be10fe09ee50454f9c354d1c6,pet_shop,16,15,3684.51,93.8
198c7ea11960a9844b544d9bcdca860c,auto,12,11,1786.96,91.7
198c7ea11960a9844b544d9bcdca860c,small_appliances,13,13,438.42,100.0
1996942dc085d7773ba77a529b163cd0,watches_gifts,8,8,2705.2,100.0
1a3df491d1c4f1589fc2b934ada68bf2,bed_bath_table,177,168,32011.85,94.9
1a932caad4f9d804097d7f8e615baed1,construction_tools_construction,32,32,14456.39,100.0
1acde099eb406aa220b1169b188b42da,furniture_decor,10,10,508.92,100.0
1b1ae47a313a825a7ccceb8e2e30fa9d,sports_leisure,5,5,577.53,100.0
1b1ae47a313a825a7ccceb8e2e30fa9d,toys,5,5,886.53,100.0
1b4c3a6f53068f0b6944d2d005c9fc89,costruction_tools_garden,5,5,710.07,100.0
1b4c3a6f53068f0b6944d2d005c9fc89,housewares,58,56,13795.64,96.6
1b4c3a6f53068f0b6944d2d005c9fc89,stationery,7,7,969.38,100.0
1b4c3a6f53068f0b6944d2d005c9fc89,telephony,32,29,2611.56,90.6
1b65c144b17e607c0f37f10bb7dfec8d,construction_tools_construction,5,5,1393.8600000000001,100.0
1b7e5006cb25dd23ce8686691013b121,health_beauty,11,11,2785.96,100.0
1b8356dabde1d35e17cef975c3f82730,furniture_decor,17,17,959.11,100.0
1b8356dabde1d35e17cef975c3f82730,sports_leisure,30,29,2278.29,96.7
1b8b75e227c9a9c100d0c210fb6176ce,fashion_bags_accessories,12,12,1101.68,100.0
1b938a7ec6ac5061a66a3766e0e75f90,baby,13,13,1130.92,100.0
1b938a7ec6ac5061a66a3766e0e75f90,cool_stuff,5,5,639.69,100.0
1b938a7ec6ac5061a66a3766e0e75f90,kitchen_dining_laundry_garden_furniture,6,6,592.76,100.0
1bb2bdb95f4841f1bba2c0d2cd83d3c9,books_general_interest,37,35,1759.85,94.6
1bb2bdb95f4841f1bba2c0d2cd83d3c9,books_imported,8,8,565.19,100.0
1bb2bdb95f4841f1bba2c0d2cd83d3c9,books_technical,15,14,2881.87,93.3
1bb2bdb95f4841f1bba2c0d2cd83d3c9,market_place,23,23,891.06,100.0
1bb3812d5f0747a3ab7348f199001a10,sports_leisure,9,9,1049.57,100.0
1bc2e21de46adfea6b98cc96b00f3b40,cool_stuff,5,5,2594.67,100.0
1c129092bf23f28a5930387c980c0dfc,bed_bath_table,221,216,17597.91,97.7
1c40343cc5d18c2d8248ac2f3366de34,perfumery,11,11,1803.22,100.0
1c5e4e49b9079480255b49d50aac1aa9,bed_bath_table,8,8,8763.14,100.0
1c68394e931a64f90ea236c5ea590300,computers_accessories,155,147,37614.03,94.8
1c68394e931a64f90ea236c5ea590300,cool_stuff,16,16,2779.04,100.0
1ca7077d890b907f89be8c954a02686a,telephony,28,28,2295.39,100.0
1ca7077d890b907f89be8c954a02686a,toys,22,22,1919.3899999999999,100.0
1caf283236cd69af44cbc09a0a1e7d32,stationery,7,5,452.91999999999996,71.4
1caf283236cd69af44cbc09a0a1e7d32,toys,27,26,1145.81,96.3
1cbd32d00d01bb8087a5eb088612fd9c,health_beauty,6,6,649.73,100.0
1cd9e0cc1839d55516843def5600816d,bed_bath_table,5,5,926.72,100.0
1ce3ae5a399804d1a87e706f8a813c3e,furniture_decor,45,42,5579.71,93.3
1d2732ef8321502ee8488e8bed1ab8cd,computers_accessories,5,5,1400.9,100.0
1d29dfba02015238dfbe2449a5eaa361,perfumery,12,11,789.9200000000001,91.7
1d4587203296c8f4ad134dc286fa6db0,auto,41,39,3685.88,95.1
1d503743d2526f03f0c2c89540ee008c,auto,7,7,375.87,100.0
