customer_unique_id,last_order_date,total_orders,lifetime_value,is_high_value,days_inactive,is_churned
0274b33316518523077f46c699109015,2018-04-14 10:11:09,1,367.99,True,186,True
027b5658f8a94a67c3d037047ca849c5,2017-03-23 19:21:05,1,380.66,True,572,True
027ce05786a9c91b427cf168e82819e0,2017-09-29 17:58:21,1,236.21,True,382,True
027d5c59887b8a32f409adb105c9cee8,2017-07-20 23:29:33,1,343.5,True,453,True
0283d9c78c980d3ea0fce611bbc8ad5b,2018-03-15 14:17:38,1,267.5,True,216,True
02844e55117602121bb79fe70a59522a,2017-06-05 21:49:14,1,570.98,True,498,True
028610eb2f6daf6bb4c37e1bd2b42210,2017-08-01 23:30:24,1,472.41,True,441,True
028bb7f0b0813c2df891b680c35b5f63,2017-09-13 10:58:28,1,215.83,True,399,True
028c09f007292c4e3a3b10d296e47987,2018-03-17 12:11:45,1,456.28,True,214,True
029b457bd01199c39136f89e0eddcd3a,2018-01-04 19:21:49,2,347.55,True,285,True
02a0646c59df9bfe155e5afd3317a87b,2018-01-02 17:15:49,1,235.18,True,288,True
02a6a137ef7fe2414c9e14fc4d060790,2018-04-02 22:16:22,1,246.99,True,197,True
02b6ef845021b8fefe19c8d200f3ee06,2018-04-03 00:05:04,1,2024.31,True,197,True
02bcfe95cecaeec75514a6e1db184ec3,2018-02-11 09:15:52,1,268.18,True,248,True
02c39145f71fdb20ece3f92148868a06,2017-11-17 19:59:06,1,221.39,True,333,True
02c661a1832c392b81d7ba1ebddf8796,2017-09-08 00:59:39,1,275.5,True,404,True
02cbdaaf4623b20082e2a5f80534a1af,2017-05-28 20:38:09,1,219.19,True,506,True
02d2056f0b969ca57a94ae2c1793e3cd,2017-11-11 18:04:29,1,819.09,True,339,True
02daaa0e021d624d1784c4ea5cc84ace,2018-01-16 21:43:23,1,315.33,True,273,True
02dd4969c23207b44ef9252dd7ef59f8,2017-05-04 12:40:54,1,321.38,True,531,True
02de760072b85fac1d78e167227a03fc,2018-01-12 12:12:02,1,423.17,True,278,True
02e698078df64c35152a88cfe52d29fe,2017-05-22 16:50:58,1,472.63,True,513,True
02e8d64ed3a2d66ec146674efbfe3dd3,2017-10-15 16:50:20,1,819.32,True,367,True
02eb2837e7302e52e996ebb4515ac3c5,2017-03-16 11:36:00,1,255.04,True,580,True
02ed27f9cd8f0a7ffc59c7e10b46b9c0,2017-12-07 20:38:53,1,516.32,True,313,True
02f3f4574ac77170d5846d6a1a3be5e8,2017-08-14 12:00:32,1,285.7,True,429,True
02f74d858140191b360bddd6310357db,2017-10-19 19:45:40,1,361.2,True,362,True
02f9070c2ed9e6fc09b8a6723318ce9b,2017-07-08 18:09:27,1,259.46,True,465,True
02fdf47b3bd661072bb00a5aab1853dc,2018-04-16 23:42:17,1,268.4,True,183,True
02ff3aee636a9ee1c1fef271daa0bc07,2018-03-27 17:19:28,1,1071.12,True,204,True
0309db53bd596593382d0accd83d292e,2018-01-15 19:26:18,1,702.97,True,274,True
030a810edeec1ceea314282513023587,2017-05-09 14:46:34,1,2794.5,True,526,True
030b3bb8818a752ca223944036bad5d7,2018-03-02 16:18:31,1,223.93,True,229,True
031167ec9bd578be0d73db1886891745,2018-02-08 13:54:12,1,805.95,True,251,True
031b6bf06cc2c9391a8a403cef221a1a,2017-05-18 18:36:43,1,794.18,True,516,True
031cc9f0c34aac1349d8a7fca3814d70,2017-10-18 09:57:53,1,641.2,True,364,True
0326524848da9311350236471586bd61,2017-03-01 11:44:37,1,1826.07,True,595,True
032c36a3e0e337f241a5910aa6ef3077,2017-09-11 00:27:04,1,270.66,True,401,True
0333a3c96c9fa77a1f291132ecaea177,2017-10-03 19:57:22,1,635.75,True,378,True
0339d63f73ee6160ed3a7a6534ee2efe,2017-07-19 16:59:19,1,417.0,True,455,True
034917dc638e05834a69e3c5417fd57d,2017-06-25 17:50:06,1,346.44,True,478,True
034d647ff381be4e2d6736e7f4f3cd15,2018-01-19 10:37:45,1,335.48,True,271,True
03557ec3821accd6a8dcd5f94933752a,2017-05-03 21:07:12,1,373.13,True,531,True
03588a1b5849958d2eef74080af1af88,2018-03-12 21:49:06,1,315.08,True,218,True
036ea8c2d0d39c8d0d49861900487d62,2018-03-05 14:25:21,1,518.93,True,226,True
03796b63235e0e0a299084988c662c7e,2017-02-21 18:35:38,1,3602.47,True,602,True
0379a6f96d9befaf749609ba52b17783,2017-01-21 17:17:20,1,448.05,True,634,True
037b6dbee70e569b15cffa55f7eeb15c,2018-01-26 20:14:13,1,221.79,True,263,True
037ebbb3507dc1717f22ee973771c9d8,2017-11-11 21:39:07,1,298.79,True,339,True
038301b43811478e1a8dc0e476eaf52e,2018-04-12 20:58:52,2,645.53,True,187,True
0383aca4e461346b22c75ea54eb548f2,2017-01-25 00:19:56,1,370.72,True,630,True
038a113bd44096b673f1071b5f39a587,2017-05-22 18:54:48,1,871.38,True,512,True
038ef20f6de6a3294fb0e4e380f2b2a2,2018-02-15 17:38:00,1,798.02,True,243,True
0398b8575daf8b69af233f7b7c39fb02,2018-01-14 19:46:07,1,253.79,True,275,True
039ddbe14ea350d861b9422a9ca43b0b,2017-07-04 10:45:09,1,290.3,True,470,True
03a16903ce59b2a70fa5641a3ea83199,2018-03-27 11:34:12,1,269.21,True,204,True
03a7a36e23016fe4e8d04f751b51937a,2017-05-06 14:12:27,1,354.08,True,529,True
03a7ce913dd0cfe59f041029fdd9f326,2018-03-25 11:42:29,1,337.83,True,206,True
03adb96012772d4374285b6a701f3da9,2017-08-13 20:06:08,1,2269.98,True,429,True
03bd54f79495a5307846e047faba03d2,2017-09-28 19:50:59,1,293.75,True,383,True
03c30046bcd7d616fd8bab4f77ccabb2,2018-03-25 20:38:59,1,487.16,True,205,True
03c81aea7f6a2ca145c62d661d8904c3,2017-06-29 17:05:47,1,219.63,True,475,True
03cccac05d316dc60827fa7abedd608e,2017-11-27 16:58:45,1,218.8,True,324,True
03cfc5ba1ebd1689c93dadae87e1c150,2017-02-07 21:56:36,1,273.18,True,616,True
03d1be27ccf6d46178ecd2ad2cc1db10,2017-06-16 01:38:26,1,2026.54,True,488,True
03d7f509533270423718902aef9d1ede,2018-02-27 10:29:12,1,554.4,True,232,True
03dcb7b1479590ad3188549f8ebfa66e,2017-11-13 21:54:11,1,358.54,True,337,True
03edfeca37b80c849dc2f7a76cd6ca64,2018-03-04 00:14:09,1,258.29,True,227,True
03f05c2a180d57b7451f87cb4864ba53,2017-10-20 17:52:50,1,228.62,True,361,True
03f0c74d63209a537c87c988f204c2b2,2018-03-15 16:59:32,1,211.14,True,216,True
03f17b0812f994b4416281e6f2279cb9,2017-11-28 13:17:30,1,271.35,True,323,True
03f3956529aac8ab54669986dbccdea5,2017-11-24 13:10:02,1,758.29,True,327,True
03f8cc5eb864ffa50cb73bdf07a7b1e9,2017-12-16 17:46:48,1,471.0,True,304,True
03fc54320e654887eddb9480397fa8a2,2018-01-16 13:27:19,1,298.43,True,274,True
03fe4b83d144beca992a5e3cffbdb5e6,2018-01-10 13:10:09,1,1642.54,True,280,True
03ffd4dd8a22ac7d1e9a70fcb717ca46,2017-08-22 09:40:20,1,451.34,True,421,True
040dc1ab0fe089423e1d53a50be09a28,2018-02-09 19:55:27,1,249.02,True,249,True
040e4df45a02c9d398c233227f207f67,2017-01-26 23:20:31,1,239.48,True,628,True
0413088a3122f7d9f8b064a7cd57f5e8,2017-09-17 15:34:03,1,662.85,True,395,True
0413fbf6c22f973200f5b4a68dcc9ade,2018-04-11 14:57:18,1,243.95,True,189,True
041eb6136ede40c0bd0f31372d7f481e,2018-02-14 15:08:42,1,458.58,True,245,True
0424c5ebdb5ce70bcd7b596efb17b561,2017-03-13 07:54:19,1,1355.73,True,583,True
042613930f984a8467523450f14de9fb,2017-06-06 19:29:43,1,285.64,True,497,True
042b009cdd1ef1d0e9b74e35691cad8d,2018-01-27 12:32:23,1,418.17,True,263,True
043aee247e71edff7045664609f4d806,2017-07-17 19:00:49,3,690.52,True,456,True
043ed8f32fb896008b1f56c248fe032a,2017-10-18 23:38:10,1,241.81,True,363,True
0450c1aa91d99d308ed769ce3abe53d2,2018-02-17 01:25:38,1,725.99,True,242,True
0451ef5a31cea3e14ce02d768d7c9943,2017-06-18 20:00:47,2,387.39,True,485,True
04520e5f2b9dc1f8f7ccd63f6ab2db38,2018-01-24 12:16:31,1,415.54,True,266,True
04547212cbf1728ac927152c5fcd0860,2018-03-28 00:25:55,1,315.4,True,203,True
0465f164e35aba70f70e911b252513a9,2018-01-25 12:12:37,1,554.96,True,265,True
04716d605653245719dddc7e2cb3cf64,2017-04-16 00:26:06,1,288.46,True,549,True
0471a0535e61dc7ed1f3b023b82a88f0,2017-10-31 17:48:25,1,428.47,True,350,True
0472523e2a5452424dd36808549e6487,2017-05-17 18:26:35,1,237.3,True,517,True
047996ac70efdabbaf2047807577fff5,2018-03-27 21:39:27,1,584.42,True,203,True
0479ada60af68ccf63ea10d284769788,2017-12-16 21:21:54,1,822.16,True,304,True
048018b271de8a57850a736e1decab48,2018-01-01 23:22:57,1,259.82,True,288,True
04805b05a1fab6d20b79dc755e3b0802,2018-03-09 17:44:41,1,304.67,True,221,True
0480fb293e9b6ecd62e3696ef83dcf96,2017-08-02 15:39:41,1,1241.19,True,441,True
04861081968535f2e788c4ff33e742a2,2018-04-20 15:45:31,1,308.28,True,180,True
04875f2cdd7a412f2b6902245bd7b3a3,2017-11-17 23:57:27,1,215.14,True,333,True
0488328f0b499963e32a37fa42a20ca0,2017-09-07 12:38:15,2,384.17,True,405,True
0489f338b80bcaa08f7a66b87cb16145,2018-02-11 20:15:34,1,342.02,True,247,True
048df8b25dc48e1554eccde119d6cecd,2017-05-01 17:42:25,1,237.63,True,533,True
04a1a465d6b1d13bb7166474c639403f,2017-10-11 14:09:17,1,220.89,True,371,True
04a46c134f7f3d15f7f4a20afbbd915f,2017-12-12 14:23:58,1,1528.99,True,309,True
04a48e2b0435f0d9bfb6bd37efde50ec,2017-11-20 16:52:14,1,378.02,True,331,True
04ab1b974a3eeba70712740a33653caf,2018-01-07 16:19:04,1,285.64,True,283,True
04ab67281768ea079c74f680cec8e8cc,2017-11-26 00:50:18,1,226.86,True,325,True
04b3b974dfe285ac9f2eb96a6a9cbb9c,2017-06-02 15:12:18,1,504.3,True,502,True
04bc1ef1f382e159433c56da81bc4e90,2018-02-01 12:14:57,1,236.0,True,258,True
04be33d0296a7f24f81925ea4ea346ae,2017-03-10 16:59:14,1,273.62,True,586,True
04be500031efe43d2defff8c41810543,2018-02-01 08:35:49,2,255.79,True,258,True
04c30572288c174afe55fdf8cebce643,2017-11-03 11:36:16,1,279.7,True,348,True
04d0240a83425b5f55229f931deb2f71,2017-11-24 15:13:48,1,261.16,True,327,True
04d3c2795b83634312bf3f86f41f7901,2017-08-08 20:46:53,2,596.39,True,434,True
04da8bd477b726f35f349e1d8f1b40c3,2017-10-25 23:08:24,1,333.51,True,356,True
04e01ceba008c9f51cb4e9eb876dfc6a,2017-04-25 14:58:40,1,483.67,True,540,True
04e5504bb1f294ad6f6c7f5157a24eb0,2017-06-17 20:46:09,1,246.36,True,486,True
04e692485d67794983507079ece729f3,2017-11-02 14:15:13,1,242.8,True,349,True
04e6e34e5ad54169544a7378223acdbe,2017-08-22 15:18:18,1,461.77,True,421,True
04e925c9ed24829f23a112165bfd1ec0,2017-11-30 17:38:32,1,266.3,True,320,True
04ec84709be36aae922647468a0be8f7,2017-11-21 23:51:33,1,549.78,True,329,True
04ecdc3e754a48294d832436960a3280,2017-10-29 23:44:13,1,399.25,True,352,True
04f1fd1b75385fd1c7b6de018e0c4ab3,2017-05-18 23:25:09,1,804.33,True,516,True
04f30274974f9c19df99c06dd9ab1815,2018-01-10 12:28:49,1,319.11,True,280,True
04f6b73a950bfc7afab0cbf82fff47b1,2017-08-29 11:04:16,1,418.55,True,414,True
04f843a271266e791f33eb73fa352514,2018-03-03 22:26:42,1,284.63,True,227,True
04fdd3ae5325927df81c7344d504a884,2018-02-06 22:17:40,1,214.14,True,252,True
050405d24e96aa9c9e77c2acdeb588a8,2017-08-14 15:37:22,1,253.08,True,429,True
05041293eb4002c27c3bebf636dbd308,2017-11-05 13:33:19,1,516.28,True,346,True
0508a2b4b0794a7421263addfc5a8a7d,2018-03-04 19:54:26,1,286.64,True,226,True
050edcc983b8b15a8c076355d0a784bd,2017-11-06 16:39:31,1,361.64,True,345,True
05138f0e74cada45353482fa3920defd,2017-01-28 23:41:13,1,399.99,True,626,True
051728482e7cf26b974f874001d4cc65,2017-04-09 12:12:51,1,310.65,True,556,True
051be26c01eaee2404f19132b80da15f,2017-11-24 22:25:25,1,489.85,True,326,True
05205c3546aefb9ac9436fed99f92af1,2017-05-04 09:48:47,1,219.89,True,531,True
0527504d9e51e19c4f352774078872f0,2018-04-01 10:03:01,1,209.01,True,199,True
0528a0a940c7116ccb48fdbb8e80a8ff,2017-12-28 09:04:50,1,252.74,True,293,True
0528aa1ee576b1eb9edf5604789d316c,2017-07-24 23:28:12,1,230.25,True,449,True
05292bc3f6db7fd79133285a32a82d53,2018-03-12 23:16:34,1,1221.39,True,218,True
052ecc20fc75531a24365017cccf4b44,2017-04-14 15:57:14,1,975.44,True,551,True
052efa2c1bd83a8d13927cc08bc30d75,2018-04-10 11:46:18,1,628.37,True,190,True
0530b18e12a73156faac6d50a6c4ab28,2018-01-18 16:38:14,1,361.25,True,272,True
0532802259922375b79e84a63321ed5f,2017-03-25 01:26:51,1,262.82,True,571,True
0559a73000c8e1b9a50beb5441ef6046,2017-02-20 21:54:03,1,359.97,True,603,True
055ec572ac7f3c7bdd04a183830ebe59,2017-07-18 18:49:15,2,4053.08,True,455,True
05611a5f1fa509eef8b92840648a6b34,2017-07-28 10:24:41,1,661.08,True,446,True
05669445931c028d97b7c0637b5a2359,2017-10-07 17:03:03,2,210.78,True,375,True
057581e17e81bd35d08e3cdc8f79e60a,2017-04-05 01:37:38,1,345.18,True,560,True
05779697464f50cf68fbff9f39a5ba1e,2017-10-20 14:59:03,1,732.68,True,362,True
057c2691d1064a864c78eb7e34307b46,2017-12-21 08:46:01,1,263.25,True,300,True
057dbb60927c6bc5bf3ca3f2f23e447f,2017-09-12 00:00:54,1,1583.71,True,400,True
057f54779f0908b7b0c72501aee70bcc,2018-01-02 18:05:48,1,265.55,True,287,True
05805184af39a1de60d6f00eca676a86,2018-04-17 14:47:18,1,222.48,True,183,True
0588cca7a35c8d68b0503d9ae53dee38,2017-03-07 23:32:59,1,266.76,True,588,True
0598dd4eaa6611265e192ffa2e8133aa,2018-04-08 21:25:05,1,224.9,True,191,True
059e0f6c22a36c98be342c280b7588c2,2017-12-10 12:17:23,1,631.59,True,311,True
05ad5f7e74d3cfc5f83c8ef5b0481f4c,2018-03-20 19:32:40,1,444.25,True,210,True
05b0ef4db4b270f35b932bd7157fa44c,2017-05-26 12:11:09,1,475.97,True,509,True
05b82760216e5ec78270c2eb12bee770,2018-04-06 21:30:41,1,455.04,True,193,True
05c6e849aea7a82f3d8738ebafa5aac4,2017-10-27 10:32:51,1,213.14,True,355,True
05cf4ddb31059a169df61046881d812f,2017-11-14 16:05:37,1,298.3,True,337,True
05d1cd05687fd5153a9c244ee7052e99,2017-07-27 20:35:40,1,296.61,True,446,True
05d327ae96ae69912a3fbe585516db18,2018-02-27 20:53:23,1,335.47,True,231,True
05d4a7799b1b99f40a6a679e24df86df,2017-09-11 20:58:23,1,329.98,True,400,True
05d7600f5c526e0722b3e07059588bcb,2018-03-07 17:19:30,1,376.12,True,224,True
05dc31852040e5e6837f220db434be1c,2018-03-07 08:44:41,1,537.99,True,224,True
05dc7381ace8c9b5a634129ce38dff60,2017-08-18 08:45:59,1,504.78,True,425,True
05deca1c689c7d6d251146fbe36d37ae,2017-03-07 16:20:35,1,450.42,True,589,True
05e07c4abd22863100e52617e94304aa,2018-03-19 23:40:11,1,280.87,True,211,True
05e4fdb2fd51a9e967e528bfa9cf8009,2017-07-20 17:41:06,1,231.27,True,453,True
05e52c1f96f8b83dd66dcdce679ff58d,2017-07-24 11:52:30,2,239.16,True,450,True
