year_week,category_en,orders_count,weekly_revenue,rolling_mean,rolling_std,rolling_median,upper_bound,lower_bound,z_score,is_anomaly,revenue_at_risk,cancellations,avg_order_value,cancellation_rate,revenue_vs_baseline,orders_vs_baseline,if_score,if_prediction,if_anomaly,flagged_by_zscore,flagged_by_both
2017-W35,agro_industry_and_commerce,1,898.4,561.99,573.32,369.41,1708.63,0.0,0.59,False,0.0,0,224.6,0.0,1.5986049573835832,1.0,-0.4062393048699385,1,False,False,False
2017-W36,agro_industry_and_commerce,1,418.04,665.02,546.57,778.0,1758.16,0.0,-0.45,False,0.0,0,418.04,0.0,0.6286126733030586,1.0,-0.38112964808170396,1,False,False,False
2017-W37,agro_industry_and_commerce,1,854.33,712.71,498.42,778.0,1709.55,0.0,0.28,False,0.0,0,854.33,0.0,1.1987063461997165,1.0,-0.4248013109022255,1,False,False,False
2017-W38,agro_industry_and_commerce,1,1694.64,811.03,425.22,876.36,1661.48,0.0,2.08,True,0.0,0,847.32,0.0,2.0894911408949115,1.0,-0.45188209648820665,1,False,False,False
2017-W40,agro_industry_and_commerce,1,43.72,940.66,519.41,927.78,1979.48,0.0,-1.73,False,0.0,0,43.72,0.0,0.04647800480513682,1.0,-0.4114110226626879,1,False,False,False
2017-W41,agro_industry_and_commerce,1,37.1,826.48,608.09,876.36,2042.67,0.0,-1.3,False,0.0,0,37.1,0.0,0.04488916852192431,1.0,-0.40606023096888705,1,False,False,False
2017-W42,agro_industry_and_commerce,1,948.35,820.97,615.96,876.36,2052.9,0.0,0.21,False,0.0,0,948.35,0.0,1.1551579229448092,1.0,-0.4260467228375061,1,False,False,False
2017-W43,agro_industry_and_commerce,2,2529.26,761.76,571.06,876.36,1903.88,0.0,3.1,True,0.0,0,1264.63,0.0,3.3202846040747747,2.0,-0.5363615067827258,1,False,False,False
2017-W45,agro_industry_and_commerce,2,1434.27,927.98,844.66,876.36,2617.31,0.0,0.6,False,0.0,0,717.13,0.0,1.5455828789413564,1.7777777777777777,-0.40362150033420263,1,False,False,False
2017-W46,agro_industry_and_commerce,3,2579.15,994.96,863.03,901.34,2721.03,0.0,1.84,False,0.0,0,644.79,0.0,2.5922147624025085,2.4,-0.45353761273198445,1,False,False,False
2017-W47,agro_industry_and_commerce,6,41390.12,1265.1,986.1,1191.31,3237.3,0.0,40.69,True,0.0,0,3762.74,0.0,32.71687613627382,4.0,-0.8547575567346962,-1,True,False,False
2017-W48,agro_industry_and_commerce,3,927.69,6332.08,14198.9,1564.46,34729.88,0.0,-0.38,False,0.0,0,309.23,0.0,0.14650636125885966,1.411764705882353,-0.37735860109378616,1,False,False,False
2017-W49,agro_industry_and_commerce,4,1321.02,6236.21,14237.22,1191.31,34710.65,0.0,-0.35,False,0.0,0,330.25,0.0,0.2118305829983275,1.6842105263157894,-0.3772777178239845,1,False,False,False
2017-W51,agro_industry_and_commerce,2,4045.27,6395.87,14164.83,1377.64,34725.54,0.0,-0.17,False,0.0,0,1348.42,0.0,0.6324815857733194,0.7272727272727273,-0.5358582494273392,1,False,False,False
2017-W52,agro_industry_and_commerce,2,977.06,6896.89,13977.43,1981.76,34851.76,0.0,-0.42,False,0.0,0,325.69,0.0,0.14166675124585137,0.6956521739130435,-0.37947672721860837,1,False,False,False
2018-W01,agro_industry_and_commerce,4,2497.69,6900.48,13975.69,1981.76,34851.87,0.0,-0.32,False,0.0,0,624.42,0.0,0.36195887822296424,1.3333333333333333,-0.42783858583689666,1,False,False,False
2018-W02,agro_industry_and_commerce,4,1769.25,6896.53,13977.11,1965.98,34850.75,0.0,-0.37,False,0.0,0,442.31,0.0,0.25654205810748304,1.2307692307692308,-0.39696496539297293,1,False,False,False
2018-W03,agro_industry_and_commerce,3,1502.62,6938.41,13958.9,2133.47,34856.2,0.0,-0.39,False,0.0,0,250.44,0.0,0.21656546672796792,0.8571428571428571,-0.3794326308634364,1,False,False,False
2018-W04,agro_industry_and_commerce,2,120.21,6803.84,14012.01,1635.94,34827.86,0.0,-0.48,False,0.0,0,60.11,0.0,0.017667963973285673,0.5714285714285714,-0.4019911490197807,1,False,False,False
2018-W05,agro_industry_and_commerce,6,1831.68,1645.1,1190.12,1411.82,4025.34,0.0,0.16,False,0.0,0,305.28,0.0,1.1134155978359979,2.0,-0.425293653071219,1,False,False,False
2018-W06,agro_industry_and_commerce,5,4017.79,1758.1,1154.66,1635.94,4067.42,0.0,1.96,False,0.0,0,446.42,0.0,2.285302314999147,1.4814814814814814,-0.48902715070352887,1,False,False,False
2018-W07,agro_industry_and_commerce,2,2329.44,2095.2,1380.41,1800.46,4856.02,0.0,0.17,False,0.0,0,93.18,0.0,1.1117983963344789,0.5714285714285714,-0.43514728900497823,1,False,False,False
2018-W08,agro_industry_and_commerce,4,1443.62,1880.72,1147.85,1800.46,4176.41,0.0,-0.38,False,0.0,0,360.9,0.0,0.7675890084648432,1.1428571428571428,-0.37021613255388247,1,False,False,False
2018-W09,agro_industry_and_commerce,8,2191.92,1939.04,1106.48,1800.46,4152.0,0.0,0.23,False,0.0,0,243.55,0.0,1.1304150507467614,2.1333333333333333,-0.46851358872351895,1,False,False,False
2018-W10,agro_industry_and_commerce,5,1396.22,1900.82,1089.58,1800.46,4079.97,0.0,-0.46,False,0.0,0,279.24,0.0,0.7345356214686294,1.1764705882352942,-0.38596842213803756,1,False,False,False
2018-W11,agro_industry_and_commerce,7,2931.94,1854.19,1103.9,1667.15,4061.99,0.0,0.98,False,0.0,0,127.48,0.0,1.5812511123455524,1.6,-0.4739836738253214,1,False,False,False
2018-W12,agro_industry_and_commerce,7,1622.48,2032.85,1153.43,2011.8,4339.71,0.0,-0.36,False,0.0,0,202.81,0.0,0.7981307031999411,1.435897435897436,-0.43251809863918017,1,False,False,False
2018-W13,agro_industry_and_commerce,4,1735.38,2220.64,889.69,2011.8,4000.02,441.25,-0.55,False,0.0,0,347.08,0.0,0.7814774119172851,0.7272727272727273,-0.3784226980507852,1,False,False,False
2018-W14,agro_industry_and_commerce,3,1019.65,2208.6,896.33,1963.65,4001.27,415.93,-1.33,False,0.0,0,339.88,0.0,0.4616725527483474,0.5714285714285714,-0.3965196292216239,1,False,False,False
2018-W15,agro_industry_and_commerce,2,669.61,1833.83,614.2,1678.93,3062.24,605.42,-1.9,False,0.0,0,334.81,0.0,0.36514289765136354,0.4,-0.40114139990863107,1,False,False,False
2018-W16,agro_industry_and_commerce,3,2211.9,1626.35,697.56,1533.05,3021.47,231.23,0.84,False,0.0,0,737.3,0.0,1.3600393519230178,0.6,-0.42497155245182405,1,False,False,False
2018-W17,agro_industry_and_commerce,4,882.5,1722.39,721.29,1678.93,3164.97,279.81,-1.16,False,0.0,0,220.63,0.0,0.5123694401384123,0.8205128205128205,-0.39852356701154007,1,False,False,False
2018-W18,agro_industry_and_commerce,1,52.87,1558.71,747.61,1509.35,3053.93,63.49,-2.01,True,10.62,0,52.87,0.0,0.03391907410615188,0.22857142857142856,-0.4234570364124758,1,False,True,False
2018-W19,agro_industry_and_commerce,5,2436.03,1390.79,920.25,1321.06,3231.29,0.0,1.14,False,0.0,0,487.21,0.0,1.7515440864544614,1.2903225806451613,-0.42899702346768,1,False,False,False
2018-W20,agro_industry_and_commerce,1,453.53,1328.8,811.93,1321.06,2952.67,0.0,-1.08,False,0.0,0,453.53,0.0,0.34130794701986755,0.27586206896551724,-0.3983393087608833,1,False,False,False
2018-W22,agro_industry_and_commerce,1,490.79,1182.68,855.55,951.08,2893.78,0.0,-0.81,False,0.0,0,490.79,0.0,0.41498122907295293,0.34782608695652173,-0.3933728540400306,1,False,False,False
2018-W23,agro_industry_and_commerce,2,1775.98,1027.11,853.84,776.06,2734.8,0.0,0.88,False,0.0,0,887.99,0.0,1.7291039908091637,0.8,-0.43386049416496225,1,False,False,False
2018-W24,agro_industry_and_commerce,2,329.58,1121.65,893.83,776.06,2909.32,0.0,-0.89,False,0.0,0,164.79,0.0,0.29383497525966207,0.8421052631578947,-0.38806664676589725,1,False,False,False
2018-W25,agro_industry_and_commerce,2,244.48,1079.15,925.91,686.64,2930.97,0.0,-0.9,False,0.0,0,122.24,0.0,0.22654867256637165,0.8421052631578947,-0.3984881583727745,1,False,False,False
2018-W26,agro_industry_and_commerce,4,1490.39,833.22,839.29,472.16,2511.8,0.0,0.78,False,0.0,0,372.6,0.0,1.7887112647320036,1.7777777777777777,-0.4010131127334938,1,False,False,False
2018-W27,agro_industry_and_commerce,2,658.22,909.21,871.3,472.16,2651.8,0.0,-0.29,False,0.0,0,329.11,0.0,0.7239471629216573,0.8888888888888888,-0.3667298367372714,1,False,False,False
2018-W28,agro_industry_and_commerce,1,614.63,984.88,810.47,574.5,2605.81,0.0,-0.46,False,0.0,0,614.63,0.0,0.6240658760458127,0.42105263157894735,-0.393050679665138,1,False,False,False
2018-W29,agro_industry_and_commerce,13,3695.1,757.2,562.46,552.71,1882.12,0.0,5.22,True,0.0,0,246.34,0.0,4.879952456418383,6.933333333333334,-0.66642360174988,-1,True,False,False
2018-W30,agro_industry_and_commerce,10,3145.82,1162.4,1161.29,636.42,3484.97,0.0,1.71,False,0.0,0,314.58,0.0,2.706314521679284,2.962962962962963,-0.5501496195361691,1,False,False,False
2018-W31,agro_industry_and_commerce,6,4996.0,1494.28,1311.59,1074.3,4117.45,0.0,2.67,True,0.0,0,555.11,0.0,3.343416227213106,1.3333333333333333,-0.5663293198190862,1,False,False,False
2018-W32,agro_industry_and_commerce,3,1362.64,1896.78,1809.84,1074.3,5516.45,0.0,-0.3,False,0.0,0,340.66,0.0,0.718396440283006,0.6,-0.36680974535084454,1,False,False,False
2018-W33,agro_industry_and_commerce,1,42.17,2025.91,1716.49,1426.52,5458.89,0.0,-1.16,False,0.0,0,42.17,0.0,0.02081533730521099,0.1951219512195122,-0.4017139656603546,1,False,False,False
2018-W34,agro_industry_and_commerce,6,1156.13,2000.62,1747.69,1426.52,5496.0,0.0,-0.48,False,0.0,0,192.69,0.0,0.5778858553848308,1.2,-0.4223286872711652,1,False,False,False
2016-W40,air_conditioning,5,4675.43,,,,,,0.0,False,,0,467.54,0.0,1.0,0.9523809523809523,-0.5389433823162671,1,False,False,False
2017-W04,air_conditioning,3,1103.79,,,,,,0.0,False,,0,275.95,0.0,1.0,0.5333333333333333,-0.3527987269173492,1,False,False,False
2017-W06,air_conditioning,1,124.97,,,,,,0.0,False,,0,62.48,0.0,1.0,0.1702127659574468,-0.43740133379011675,1,False,False,False
2017-W07,air_conditioning,9,2824.49,,,,,,0.0,False,,0,313.83,0.0,1.0,2.057142857142857,-0.514730840502035,1,False,False,False
2017-W08,air_conditioning,2,490.25,2182.17,2001.99,1964.14,6186.15,0.0,-0.85,False,0.0,0,245.13,0.0,0.22466168996915914,0.47058823529411764,-0.3704597469666177,1,False,False,False
2017-W09,air_conditioning,2,920.28,1843.79,1891.69,1103.79,5627.17,0.0,-0.49,False,0.0,0,460.14,0.0,0.49912408679947284,0.5333333333333333,-0.391361889723373,1,False,False,False
2017-W10,air_conditioning,5,2420.77,1689.87,1733.48,1012.04,5156.82,0.0,0.42,False,0.0,0,484.15,0.0,1.4325184777527267,1.3793103448275863,-0.44780898852745016,1,False,False,False
2017-W11,air_conditioning,4,822.92,1794.28,1606.37,1103.79,5007.03,0.0,-0.6,False,0.0,0,137.15,0.0,0.45863521858349865,0.9696969696969697,-0.35599963490741643,1,False,False,False
2017-W12,air_conditioning,3,226.59,1672.86,1526.35,1012.04,4725.56,0.0,-0.95,False,0.0,0,75.53,0.0,0.1354506653276425,0.7741935483870968,-0.3847282966754259,1,False,False,False
2017-W13,air_conditioning,4,305.38,1116.76,993.58,871.6,3103.93,0.0,-0.82,False,0.0,0,76.34,0.0,0.2734517711952434,1.103448275862069,-0.38214490700079645,1,False,False,False
2017-W14,air_conditioning,3,529.85,1016.96,1034.34,656.58,3085.63,0.0,-0.47,False,0.0,0,132.46,0.0,0.5210136091881686,0.8,-0.3465983035297442,1,False,False,False
2017-W15,air_conditioning,3,1476.71,1067.57,993.56,676.38,3054.68,0.0,0.41,False,0.0,0,492.24,0.0,1.383244190076529,0.75,-0.3881523960152808,1,False,False,False
2017-W16,air_conditioning,4,961.36,899.09,733.26,676.38,2365.6,0.0,0.08,False,0.0,0,192.27,0.0,1.0692589173497646,1.2307692307692308,-0.3645695532382322,1,False,False,False
2017-W17,air_conditioning,2,225.07,957.98,714.41,871.6,2386.79,0.0,-1.03,False,0.0,0,112.53,0.0,0.23494227436898474,0.5714285714285714,-0.3796886901488238,1,False,False,False
2017-W18,air_conditioning,2,646.02,871.08,760.45,676.38,2391.97,0.0,-0.3,False,0.0,0,215.34,0.0,0.7416310786609726,0.5714285714285714,-0.3548937613349436,1,False,False,False
2017-W19,air_conditioning,3,579.19,649.24,431.5,587.93,1512.24,0.0,-0.16,False,0.0,0,193.06,0.0,0.8921046146263324,0.96,-0.3574719700985897,1,False,False,False
2017-W20,air_conditioning,1,60.14,618.77,426.06,554.52,1470.88,0.0,-1.31,False,0.0,0,60.14,0.0,0.09719281800992291,0.3333333333333333,-0.4433573459582758,1,False,False,False
2017-W22,air_conditioning,1,115.44,597.96,451.26,554.52,1500.49,0.0,-1.07,False,0.0,0,115.44,0.0,0.1930563917318884,0.36363636363636365,-0.4132221959242843,1,False,False,False
2017-W23,air_conditioning,3,2155.57,574.22,473.31,554.52,1520.85,0.0,3.34,True,0.0,0,431.11,0.0,3.75390965135314,1.263157894736842,-0.5299743562768133,1,False,False,False
2017-W24,air_conditioning,1,38.47,777.44,730.61,612.6,2238.65,0.0,-1.01,False,0.0,0,38.47,0.0,0.049482918295945665,0.42105263157894735,-0.42456715107246606,1,False,False,False
2017-W25,air_conditioning,3,493.79,597.66,710.64,402.13,2018.93,0.0,-0.15,False,0.0,0,164.6,0.0,0.8262055349195195,1.411764705882353,-0.3512332883269232,1,False,False,False
2017-W26,air_conditioning,2,943.19,539.21,695.52,359.43,1930.24,0.0,0.58,False,0.0,0,471.6,0.0,1.7492071734574655,1.0,-0.4013758694262561,1,False,False,False
2017-W27,air_conditioning,1,26.0,628.98,695.52,536.49,2020.02,0.0,-0.87,False,0.0,0,26.0,0.0,0.04133676746478425,0.5,-0.44129496116926664,1,False,False,False
2017-W28,air_conditioning,1,144.03,551.47,727.18,304.62,2005.83,0.0,-0.56,False,0.0,0,144.03,0.0,0.2611746785863238,0.5333333333333333,-0.39976650718647555,1,False,False,False
2017-W29,air_conditioning,2,1069.77,497.08,740.95,129.74,1978.98,0.0,0.77,False,0.0,0,534.88,0.0,2.1521083125452645,1.2307692307692308,-0.43508691724093984,1,False,False,False
2017-W31,air_conditioning,4,762.05,623.28,741.88,318.91,2107.04,0.0,0.19,False,0.0,0,190.51,0.0,1.2226447182646643,2.2857142857142856,-0.36543274631890665,1,False,False,False
2017-W32,air_conditioning,3,442.92,704.11,713.32,627.92,2130.75,0.0,-0.37,False,0.0,0,110.73,0.0,0.6290494382979932,1.411764705882353,-0.3561303422907714,1,False,False,False
2017-W33,air_conditioning,2,1223.26,490.03,406.49,468.36,1303.0,0.0,1.8,False,0.0,0,407.75,0.0,2.4962961451339716,0.9411764705882353,-0.46319384754560866,1,False,False,False
2017-W34,air_conditioning,1,3235.68,638.13,433.41,627.92,1504.94,0.0,5.99,True,0.0,0,1617.84,0.0,5.070565558741949,0.4444444444444444,-0.7278153395076086,-1,True,False,False
2017-W35,air_conditioning,3,2245.11,980.86,1007.23,852.62,2995.32,0.0,1.26,False,0.0,0,561.28,0.0,2.2889199274106398,1.5,-0.4511696200717484,1,False,False,False
2017-W36,air_conditioning,4,554.84,1143.6,1101.08,915.91,3345.76,0.0,-0.53,False,0.0,1,138.71,0.25,0.4851696397341729,1.8823529411764706,-0.5470881883354872,1,False,False,False
2017-W37,air_conditioning,2,378.3,1209.71,1038.49,915.91,3286.69,0.0,-0.8,False,0.0,0,189.15,0.0,0.3127195774193815,0.8,-0.36162273125885064,1,False,False,False
2017-W39,air_conditioning,2,967.19,1238.99,1006.97,915.91,3252.94,0.0,-0.27,False,0.0,0,483.59,0.0,0.780627769392812,0.7619047619047619,-0.3920215784258967,1,False,False,False
2017-W40,air_conditioning,2,1947.0,1226.17,1010.09,864.62,3246.34,0.0,0.71,False,0.0,0,324.5,0.0,1.587871176101193,0.7619047619047619,-0.4193044774687663,1,False,False,False
2017-W41,air_conditioning,3,2130.06,1374.29,1019.14,1095.22,3412.58,0.0,0.74,False,0.0,0,532.51,0.0,1.5499348754629663,1.263157894736842,-0.4202151137702451,1,False,False,False
2017-W42,air_conditioning,4,620.56,1585.18,972.37,1585.13,3529.92,0.0,-0.99,False,0.0,0,155.14,0.0,0.39147604688426546,1.6842105263157894,-0.35611670335943396,1,False,False,False
2017-W44,air_conditioning,2,222.14,1509.84,1026.27,1457.1,3562.38,0.0,-1.25,False,0.0,0,111.07,0.0,0.1471281725215917,0.7619047619047619,-0.3990326758872107,1,False,False,False
2017-W45,air_conditioning,3,680.11,1133.15,838.12,793.88,2809.39,0.0,-0.54,False,0.0,0,226.7,0.0,0.6001941490535233,1.0909090909090908,-0.3500301545436918,1,False,False,False
2017-W46,air_conditioning,4,1737.34,937.53,715.12,650.34,2367.76,0.0,1.12,False,0.0,0,289.56,0.0,1.8531033673589112,1.4545454545454546,-0.4164750743066142,1,False,False,False
2017-W47,air_conditioning,4,3596.89,1085.34,746.25,823.65,2577.84,0.0,3.37,True,0.0,0,719.38,0.0,3.3140674811579784,1.4545454545454546,-0.5780065570420425,-1,True,False,False
2017-W48,air_conditioning,4,626.97,1487.66,1096.18,1352.26,3680.02,0.0,-0.79,False,0.0,0,156.74,0.0,0.4214471048492263,1.3333333333333333,-0.35012854090690665,1,False,False,False
2017-W49,air_conditioning,2,533.86,1445.13,1125.47,1208.72,3696.07,0.0,-0.81,False,0.0,0,266.93,0.0,0.3694200521752368,0.6153846153846154,-0.36653374955317547,1,False,False,False
2018-W01,air_conditioning,2,480.7,1268.49,1146.15,653.54,3560.8,0.0,-0.69,False,0.0,0,240.35,0.0,0.3789545049625933,0.6153846153846154,-0.36287894606150434,1,False,False,False
2018-W02,air_conditioning,3,3543.85,1062.32,1117.01,623.76,3296.33,0.0,2.22,True,0.0,0,708.77,0.0,3.335953385044055,0.96,-0.5403633526058241,1,False,False,False
2018-W03,air_conditioning,6,1644.86,1427.73,1395.33,653.54,4218.38,0.0,0.16,False,0.0,0,234.98,0.0,1.1520805754589452,2.0,-0.41185404766485334,1,False,False,False
2018-W04,air_conditioning,8,2003.56,1605.57,1307.63,1162.48,4220.83,0.0,0.3,False,0.0,0,182.14,0.0,1.2478808149130838,2.2857142857142856,-0.47608145464153145,1,False,False,False
2018-W05,air_conditioning,4,668.96,1771.0,1256.54,1691.1,4284.08,0.0,-0.88,False,0.0,0,133.79,0.0,0.3777300959909656,0.9696969696969697,-0.35514336551444087,1,False,False,False
2018-W06,air_conditioning,1,207.67,1637.46,1315.99,1156.91,4269.44,0.0,-1.09,False,0.0,0,207.67,0.0,0.12682447204817215,0.24242424242424243,-0.42726659610317724,1,False,False,False
2018-W07,air_conditioning,4,711.41,1213.8,1127.07,647.96,3467.93,0.0,-0.45,False,0.0,0,177.85,0.0,0.5861014994232987,1.0666666666666667,-0.3497804248645275,1,False,False,False
2018-W08,air_conditioning,4,1132.16,1224.36,1121.16,690.18,3466.69,0.0,-0.08,False,0.0,0,283.04,0.0,0.9246953510405438,1.0666666666666667,-0.3627550129259724,1,False,False,False
2018-W09,air_conditioning,3,1354.25,1299.15,1087.99,921.79,3475.12,0.0,0.05,False,0.0,0,338.56,0.0,1.0424123465342723,0.75,-0.3627267429843026,1,False,False,False
2018-W10,air_conditioning,3,508.98,1408.34,1036.74,1243.2,3481.82,0.0,-0.87,False,0.0,0,169.66,0.0,0.36140420637062076,0.7272727272727273,-0.35071507563881105,1,False,False,False
2018-W11,air_conditioning,6,1390.61,1028.98,611.9,921.79,2252.79,0.0,0.59,False,0.0,0,198.66,0.0,1.3514451204105036,1.4545454545454546,-0.42261567224693836,1,False,False,False
2018-W12,air_conditioning,9,1127.74,997.2,581.18,921.79,2159.55,0.0,0.22,False,0.0,0,125.3,0.0,1.1309065383072603,2.1818181818181817,-0.48537941382794775,1,False,False,False
2018-W13,air_conditioning,4,545.32,887.72,426.41,919.58,1740.54,34.91,-0.8,False,0.0,0,136.33,0.0,0.6142927950254585,0.9411764705882353,-0.3594708543844437,1,False,False,False
2018-W14,air_conditioning,6,1996.26,872.27,437.56,919.58,1747.39,0.0,2.57,True,0.0,0,285.18,0.0,2.2885803707567614,1.411764705882353,-0.5150244915237063,1,False,False,False
2018-W15,air_conditioning,4,479.25,1095.84,501.71,1129.95,2099.27,92.41,-1.23,False,0.0,0,119.81,0.0,0.43733574244415246,0.8205128205128205,-0.38636105278076455,1,False,False,False
2018-W16,air_conditioning,3,627.37,1066.82,532.87,1129.95,2132.57,1.07,-0.82,False,0.0,0,209.12,0.0,0.588074839241859,0.6153846153846154,-0.3532273303422423,1,False,False,False
2018-W17,air_conditioning,7,783.66,1003.72,553.52,877.56,2110.76,0.0,-0.4,False,0.0,0,111.95,0.0,0.7807555892081457,1.4736842105263157,-0.4447767246044164,1,False,False,False
2018-W18,air_conditioning,3,435.37,932.4,538.46,705.52,2009.31,0.0,-0.92,False,0.0,1,145.12,0.3333333333333333,0.4669347919347919,0.5714285714285714,-0.6013061889674162,-1,True,False,False
2018-W19,air_conditioning,4,1480.08,923.2,547.28,705.52,2017.76,0.0,1.02,False,0.0,0,296.02,0.0,1.6032062391681108,0.7619047619047619,-0.40518290653089833,1,False,False,False
2018-W20,air_conditioning,7,1054.77,934.38,558.99,705.52,2052.35,0.0,0.22,False,0.0,0,150.68,0.0,1.1288447954793552,1.4,-0.42215454266228336,1,False,False,False
2018-W21,air_conditioning,1,119.2,925.26,555.97,705.52,2037.2,0.0,-1.45,False,0.0,0,119.2,0.0,0.12882865356764586,0.21052631578947367,-0.44983163950019006,1,False,False,False
2018-W23,air_conditioning,3,11776.29,872.0,614.86,705.52,2101.72,0.0,17.73,True,0.0,0,1308.48,0.0,13.504919724770643,0.6857142857142857,-0.8192770851269513,-1,True,False,False
2018-W24,air_conditioning,4,2028.98,2094.5,3933.92,705.52,9962.33,0.0,-0.02,False,0.0,0,507.25,0.0,0.9687180711386966,1.0,-0.4225233356659555,1,False,False,False
2018-W25,air_conditioning,1,64.62,2288.22,3880.81,919.21,10049.84,0.0,-0.57,False,0.0,0,64.62,0.0,0.02824029158035504,0.25,-0.4162646505347416,1,False,False,False
2018-W26,air_conditioning,2,199.5,2217.87,3920.12,919.21,10058.11,0.0,-0.51,False,0.0,0,99.75,0.0,0.08995116936520176,0.5333333333333333,-0.3768105777462949,1,False,False,False
2018-W27,air_conditioning,2,416.16,2144.85,3955.93,745.07,10056.71,0.0,-0.44,False,0.0,0,208.08,0.0,0.1940275543744318,0.64,-0.36631420794723873,1,False,False,False
2018-W28,air_conditioning,1,699.98,2142.45,3957.12,735.46,10056.69,0.0,-0.36,False,0.0,0,349.99,0.0,0.3267194100212374,0.3333333333333333,-0.41323440012231616,1,False,False,False
2018-W29,air_conditioning,3,647.55,2044.94,3985.29,558.07,10015.51,0.0,-0.35,False,0.0,0,215.85,0.0,0.3166596574960634,1.1428571428571428,-0.35255444758111065,1,False,False,False
2018-W30,air_conditioning,5,820.74,1994.04,4002.3,531.86,9998.64,0.0,-0.29,False,0.0,0,136.79,0.0,0.4115965577420714,2.3529411764705883,-0.38088834044581965,1,False,False,False
2018-W31,air_conditioning,10,1919.1,2081.73,3962.85,673.76,10007.42,0.0,-0.04,False,0.0,0,174.46,0.0,0.921877476906227,3.8095238095238093,-0.5273391621495195,1,False,False,False
2018-W32,air_conditioning,3,938.36,849.58,739.26,673.76,2328.09,0.0,0.12,False,0.0,0,312.79,0.0,1.1044986934720684,0.8571428571428571,-0.3578120474616438,1,False,False,False
2018-W33,air_conditioning,2,2263.28,713.25,572.43,673.76,1858.11,0.0,2.71,True,0.0,0,565.82,0.0,3.1731931300385563,0.5925925925925926,-0.5068675213096927,1,False,False,False
2018-W34,air_conditioning,4,725.66,988.08,724.21,760.36,2436.5,0.0,-0.36,False,0.0,0,145.13,0.0,0.7344142174722694,1.1428571428571428,-0.3480236619605463,1,False,False,False
2017-W09,art,1,27.59,,,,,,0.0,False,,0,27.59,0.0,1.0,0.26666666666666666,-0.3928852130506775,1,False,False,False
2017-W11,art,1,47.05,,,,,,0.0,False,,0,47.05,0.0,1.0,0.27586206896551724,-0.37691974605862166,1,False,False,False
2017-W12,art,3,246.2,,,,,,0.0,False,,0,49.24,0.0,1.0,0.8275862068965517,-0.3695072246831173,1,False,False,False
2017-W17,art,1,147.17,,,,,,0.0,False,,0,147.17,0.0,1.0,0.27586206896551724,-0.37320742569905613,1,False,False,False
2017-W18,art,2,119.57,117.0,100.81,97.11,318.63,0.0,0.03,False,0.0,0,59.78,0.0,1.021965811965812,0.64,-0.37162470682192905,1,False,False,False
2017-W19,art,1,50.98,117.52,87.31,119.57,292.15,0.0,-0.76,False,0.0,0,50.98,0.0,0.43379850238257317,0.47058823529411764,-0.3676950799020492,1,False,False,False
