order_id,list_price,actual_paid,discount_pct,leakage_type,detected
03c968d10d8c63bd2388245d02579fde,323.3,161.65,50.0,L1_discount_abuse,True
03d409e5b5b19ae88c43b41b503fdc5f,33.24,16.77,49.55,L1_discount_abuse,True
03d7f508a18d76f89489c40b7008f7e4,188.29,78.48,58.32,L1_discount_abuse,True
03dde7ab63940fbffd10162a74347e95,44.24,17.74,59.9,L1_discount_abuse,True
042649285cd08ef7c546445419b43407,156.68,78.34,50.0,L1_discount_abuse,True
0484f1d11d891ff86fcc2d225ce7094e,1371.4,685.7,50.0,L1_discount_abuse,True
04c3465b312fdf85de8e4cf4dc186600,72.96,36.48,50.0,L1_discount_abuse,True
04c35d9b971c2df38635b6c4a1983c35,1450.86,725.43,50.0,L1_discount_abuse,True
04d3e9115c05c6494aa7c1063f96db5e,286.98,143.49,50.0,L1_discount_abuse,True
04f2e760bb583d5d2f8b88e247d58d09,101.96,50.98,50.0,L1_discount_abuse,True
0516c22655fe1e1f0b3390f4ee3fc5f6,91.1,45.55,50.0,L1_discount_abuse,True
055bef2dbc886956379d21a556e11ff9,306.86,153.43,50.0,L1_discount_abuse,True
0580cfd05da4901cede805697f39a632,188.18,94.09,50.0,L1_discount_abuse,True
0581cc006c5d0b4351b5435336828add,741.36,370.68,50.0,L1_discount_abuse,True
05871d52118762aaae93a3682fc5fe2f,389.31,173.47,55.44,L1_discount_abuse,True
05aac5a18dcd77932007f57de8650622,338.22,169.11,50.0,L1_discount_abuse,True
05bd0df2a2f8b3719b66372a66b8f5ec,231.6,115.8,50.0,L1_discount_abuse,True
05bd4a1f3930d20f351ce8c406d77103,244.54,122.27,50.0,L1_discount_abuse,True
05c12734a5d14a9b9528b3eb84f30e50,109.38,54.69,50.0,L1_discount_abuse,True
05e6501cdfbd86fe9a3a788c3d411091,177.1,88.55,50.0,L1_discount_abuse,True
05e6d57ea1f64b4e9a0b37c669515cfc,172.6,86.3,50.0,L1_discount_abuse,True
05fad97db96406de1787c7a532c46a2b,212.74,106.37,50.0,L1_discount_abuse,True
061b13cf87863db16e1a03178285ecfe,130.68,65.34,50.0,L1_discount_abuse,True
062ce984a468dfa021e43bdf17ae158c,265.52,132.76,50.0,L1_discount_abuse,True
064c5d7833bce7bb4c9bff1302ac9d0a,82.12,46.27,43.66,L1_discount_abuse,True
0658b7d98d204e0beefedd5e8c0fad45,364.36,182.18,50.0,L1_discount_abuse,True
0673ea591e7c9108ba7dc1a5246111a5,316.56,158.28,50.0,L1_discount_abuse,True
06875ab72c5b9bb2eb303a70031bfeb0,143.04,47.68,66.67,L1_discount_abuse,True
06bb67936cfa5ac3f449e4f6733de4b1,450.6,90.12,80.0,L1_discount_abuse,True
06de165212eea16e848d38f4392d5c11,70.0,35.0,50.0,L1_discount_abuse,True
06e084d4ca3391eeec0a110051d0cb29,214.0,107.0,50.0,L1_discount_abuse,True
06f38dfd220e723c33a775d36f5d2756,658.08,329.04,50.0,L1_discount_abuse,True
070d6fe21e7d454b11f1cb27ca2c15c0,354.69,118.23,66.67,L1_discount_abuse,True
0710ec94ade6724b0816df78ee4e689f,42.78,21.39,50.0,L1_discount_abuse,True
0731519818400f39a85714db501f1781,235.7,117.85,50.0,L1_discount_abuse,True
0741ee0ba3cb46d86325be2879e18706,1424.28,712.14,50.0,L1_discount_abuse,True
0758aeea44cefb9c7f59333c7c691714,767.9,383.95,50.0,L1_discount_abuse,True
076d71b244e240e104ffe5bf5985faa2,266.79,88.93,66.67,L1_discount_abuse,True
077a77e315e3b317121a0af9962e122b,139.28,69.64,50.0,L1_discount_abuse,True
077d6b93c4e88d06b124cf24fb67a28e,626.22,104.37,83.33,L1_discount_abuse,True
07d60a76803db63f0ca6708011e8cf9b,369.72,184.86,50.0,L1_discount_abuse,True
07efb6b65a21feb31a7567eb0dbd2476,156.38,78.19,50.0,L1_discount_abuse,True
07f400658513d45866ee381bace93793,252.74,126.37,50.0,L1_discount_abuse,True
0814daa4d12a646aeb73c429d5852f4d,146.62,73.31,50.0,L1_discount_abuse,True
0847671e74f36253e410d74921dff936,117.24,58.62,50.0,L1_discount_abuse,True
085b1f163267ab9db88bb6b4145e0df7,532.98,266.49,50.0,L1_discount_abuse,True
086fbd1d738c8b0bf972f0757bc57e9c,120.18,60.09,50.0,L1_discount_abuse,True
0870d202dc3234340a499505dc36c7a4,46.84,25.22,46.16,L1_discount_abuse,True
0880410ce1538dfc180e260708256fcb,101.72,50.86,50.0,L1_discount_abuse,True
08a72c88fa7ee3652a339070245b9f1e,638.24,319.12,50.0,L1_discount_abuse,True
08cd96d5c09ad751d2c4ffd556f96c31,48.74,24.37,50.0,L1_discount_abuse,True
08d138a502fa05af63ac4005311484f9,140.3,70.15,50.0,L1_discount_abuse,True
08d55e35f34806d85f4d99b62297e578,497.42,248.71,50.0,L1_discount_abuse,True
08d70627d548cd883ac394cc5da92d87,109.18,54.59,50.0,L1_discount_abuse,True
08eb6a0ddc93b1cf16dd629389dc691b,313.02,156.51,50.0,L1_discount_abuse,True
08ee999a47fad7aab826e8604eff09a1,375.12,187.56,50.0,L1_discount_abuse,True
08f77a9d173ce275845e91e81500838c,158.16,79.08,50.0,L1_discount_abuse,True
08fa8b49ff198d1332df4668087150ed,201.48,67.16,66.67,L1_discount_abuse,True
09026ebcef956ddfbc9af4af7c46d377,155.14,77.57,50.0,L1_discount_abuse,True
092a7de4b983f4ee3e77af64e2f8c9e8,60.46,30.23,50.0,L1_discount_abuse,True
092ae7e7141e3d69ecd0935d97e14fd9,165.4,82.7,50.0,L1_discount_abuse,True
093a8c168710da385a8c59d3149ea380,55.13,23.33,57.68,L1_discount_abuse,True
09545768adc993877dfa9a4024b360c2,226.3,113.15,50.0,L1_discount_abuse,True
098fa8e236952567d948321ee4684854,654.5,130.9,80.0,L1_discount_abuse,True
09c530d73b3f36bbcd4d3b2268abfe12,307.22,153.61,50.0,L1_discount_abuse,True
09d048d5bfb9dd1a82f696ce9863e9b0,1159.02,772.68,33.33,L1_discount_abuse,True
09ddda124332d6c2489fba71284be7b6,176.18,88.09,50.0,L1_discount_abuse,True
09e0e42eda6d72e0bd2a2e232d1c78b2,202.36,101.18,50.0,L1_discount_abuse,True
09fd9b0402ed675bbd1ee1e81171ac7c,420.72,210.36,50.0,L1_discount_abuse,True
0a0185b8b72cbf2290c3e4218300a61c,200.52,66.84,66.67,L1_discount_abuse,True
0a0d4509c14ceb9b0f6555e07c45d167,705.44,352.72,50.0,L1_discount_abuse,True
0a558295652f98bafe12e259c4d3fa26,388.5,194.25,50.0,L1_discount_abuse,True
0a8f8c393d9dbc5901daf7d157afc427,96.18,48.09,50.0,L1_discount_abuse,True
0aaf52291c13507e7fe4f565f079ad9a,127.12,63.56,50.0,L1_discount_abuse,True
0ab3d92f71090c758d1df7ff889a9335,712.8,237.6,66.67,L1_discount_abuse,True
0ae42629f60238674d1b98c5651c8d68,171.58,85.79,50.0,L1_discount_abuse,True
0aea5ed8df108f7cb387c099ddec65c2,206.76,51.69,75.0,L1_discount_abuse,True
0b1bd7cdeb2d703ebe602a2989a86f9a,102.28,51.14,50.0,L1_discount_abuse,True
0b27e5029dd7bd0891b5da96fa33a93b,325.17,108.39,66.67,L1_discount_abuse,True
0b32bf55276b5feb681f6ed6fd670692,383.5,191.75,50.0,L1_discount_abuse,True
0b365bbd59e2f75bea276c81bb916dcb,44.58,22.29,50.0,L1_discount_abuse,True
0b382db57a557ff7703eaba5e991e7fb,2959.02,1479.51,50.0,L1_discount_abuse,True
0b446830af3811ef0d7c2e0db238af50,212.32,106.16,50.0,L1_discount_abuse,True
0b47f5e9432bd433f8c5cf64e60e6e5f,1564.78,223.54,85.71,L1_discount_abuse,True
0b50495c5cfeda8c9d7abfe80aea74e4,314.44,157.22,50.0,L1_discount_abuse,True
0b517c01a5b46fd3e16b389ea6f4ad3a,150.54,75.27,50.0,L1_discount_abuse,True
0b850781696042f7d33b6246dc49bd31,133.94,66.97,50.0,L1_discount_abuse,True
0bbb3f7791a87d0307555e57da3a1ff1,1512.28,137.48,90.91,L1_discount_abuse,True
0bcaf262925111aa4be36f35bcb92fdd,1083.25,154.75,85.71,L1_discount_abuse,True
0bd044f3b358bb88951e3ea66eadcc70,142.28,71.14,50.0,L1_discount_abuse,True
0bdfd876931ec6df01297b40e9672c12,887.04,295.68,66.67,L1_discount_abuse,True
0bf5f8d1827bd25b377ffbe375420463,164.84,82.42,50.0,L1_discount_abuse,True
0c077fbe69b84abe12774536d0904060,141.78,70.89,50.0,L1_discount_abuse,True
0c1457493ca1492c4a4417fc278605b0,313.46,156.73,50.0,L1_discount_abuse,True
0c2145845231f6707fedad2baf767b41,382.28,191.14,50.0,L1_discount_abuse,True
0c3e2dc4a3eeb282bd4df0b620dcff6d,251.04,167.36,33.33,L1_discount_abuse,True
0c4284c2b4798ef2f308a6748fa63dc3,190.4,95.2,50.0,L1_discount_abuse,True
0c4a286213e6b3657aa94773d386a229,167.13,55.71,66.67,L1_discount_abuse,True
0c54d16446b830ff65da96eb16304fe8,232.48,116.24,50.0,L1_discount_abuse,True
0c5c7803f731287953ed066d8b599372,61.58,27.73,54.96,L1_discount_abuse,True
0c65eb5a1415db7a20dfc869c9277e7a,172.8,57.6,66.67,L1_discount_abuse,True
0c6829c9d92a6bb545d7bf1734d094c6,310.64,155.32,50.0,L1_discount_abuse,True
0c6a2732270e3f0f66bd73dbde93b59e,42.76,21.38,50.0,L1_discount_abuse,True
0c80c82bdef7f227e7483cdd3c94f697,112.14,56.07,50.0,L1_discount_abuse,True
0c83ca3fc3a83bd059a1834a8ffeb917,273.22,136.61,50.0,L1_discount_abuse,True
0c8d2195cb6aab1034f95a0f87b149dd,251.22,125.61,50.0,L1_discount_abuse,True
0cabc61e5deb17c32904e1b512204efd,169.22,84.61,50.0,L1_discount_abuse,True
0cbb4eb8eb55f8386cb8c934ff936358,105.89,59.91,43.43,L1_discount_abuse,True
0ccb5b7bf95c5b642f3717b08c633361,122.25,40.75,66.67,L1_discount_abuse,True
0cd218949b04611711989a6b534d9a26,155.78,77.89,50.0,L1_discount_abuse,True
0cd93455c51655ebb590c07a06d584a1,1135.83,378.61,66.67,L1_discount_abuse,True
0ced306b608e9bc80ef960368a3414a4,65.16,21.72,66.67,L1_discount_abuse,True
0d1141bc7e92a45b00c06ed12c5c4eb2,76.26,38.13,50.0,L1_discount_abuse,True
0d454d3e9e965e807648bfd8a52e4cd9,338.74,169.37,50.0,L1_discount_abuse,True
0dd9baba59537d4782153775157d0a36,289.0,72.25,75.0,L1_discount_abuse,True
0decb14beb4de8d3b4e37103e81f119b,104.14,52.07,50.0,L1_discount_abuse,True
0e137ff5dbbd948fb108877492be365c,351.68,175.84,50.0,L1_discount_abuse,True
0e1756f57187e203c6151ebe990fa670,146.68,73.34,50.0,L1_discount_abuse,True
0e5f3862d95c44aabc9b2a0f703f9f75,450.42,225.21,50.0,L1_discount_abuse,True
0e5f95185b8be5365f07906c419286a4,176.64,88.32,50.0,L1_discount_abuse,True
0e6f7fb47bffbb13f0c144a12443e5a7,56.0,28.0,50.0,L1_discount_abuse,True
0e889057c46617878ff0aa3431936d7c,145.32,72.66,50.0,L1_discount_abuse,True
0e903df9d14796df715e2f6cc52e2c1d,345.02,172.51,50.0,L1_discount_abuse,True
0e993b4910bc84a0c2b26fb528d2e8c0,63.18,31.59,50.0,L1_discount_abuse,True
0ebf8e35b9807ee2d717922d5663ccdb,541.68,270.84,50.0,L1_discount_abuse,True
0ed4bf3a5a970c8b076ce4ccec0acc4b,637.84,318.92,50.0,L1_discount_abuse,True
0ed96e54a115b2c41364ee998ae096d4,119.2,59.6,50.0,L1_discount_abuse,True
0ee7b1f086c44cbf2dc1efbdaa69bc19,108.0,59.32,45.07,L1_discount_abuse,True
0f286dcb49da58061b9ae488027e4033,115.36,57.68,50.0,L1_discount_abuse,True
0f28dea25f498acb1ab8d7f947c2ceaf,86.0,43.0,50.0,L1_discount_abuse,True
0f47f9183ff34c4a76633181b380acbc,2076.68,1038.34,50.0,L1_discount_abuse,True
0f769c3e8665e800faa37fd711fee252,194.18,97.09,50.0,L1_discount_abuse,True
0f7f5047fb2535359f03240b1697085a,197.4,98.7,50.0,L1_discount_abuse,True
0fa927b252421189a0e0d5725fb3832d,569.32,142.33,75.0,L1_discount_abuse,True
0fb55482ffb326ed131c67051fe87192,352.29,117.43,66.67,L1_discount_abuse,True
0fb5a3160f044b869ebab3a1d50f0471,177.44,88.72,50.0,L1_discount_abuse,True
0fc3e31f16aa4bc4bff4d14fe1e169f8,252.56,126.28,50.0,L1_discount_abuse,True
0fd20e900b40f5cb8e6fd31df27aabbd,630.8,315.4,50.0,L1_discount_abuse,True
0fdc6ce12cb319cb9c173af525080d3f,547.86,273.93,50.0,L1_discount_abuse,True
0fdf3166230480d0c55e5d70a2da40c2,84.0,42.0,50.0,L1_discount_abuse,True
0fe1829613c45b423f51aa8949dd8d57,498.75,166.25,66.67,L1_discount_abuse,True
10016b700b98966403aafded9f2e168d,225.0,45.0,80.0,L1_discount_abuse,True
1017e188d93cee2c3292c71a98dbec38,330.16,165.08,50.0,L1_discount_abuse,True
102dff93d9ff9180027b57feff2f34cc,190.72,47.68,75.0,L1_discount_abuse,True
104dbb8a46362208d1b4b3cf7a7c2956,110.68,55.34,50.0,L1_discount_abuse,True
106bf10ecc74f90c8848d0f613288a15,208.74,104.37,50.0,L1_discount_abuse,True
106f6c512adbf8efc43791f75692d25c,207.0,51.75,75.0,L1_discount_abuse,True
10938b7ea022f888b8a2683a6a0fc533,494.47,247.5,49.95,L1_discount_abuse,True
1094dc9e3237f4deff27a2bab683a300,835.66,417.83,50.0,L1_discount_abuse,True
109f6898323e99a194948043ea99cdd8,66.34,33.17,50.0,L1_discount_abuse,True
10a4fba332df93580200cc555d2166ab,170.3,85.15,50.0,L1_discount_abuse,True
10cba0be7bc27288b512d87a719b97e5,48.02,24.01,50.0,L1_discount_abuse,True
110f190bf49ab04f3ead4f860570e902,284.22,142.11,50.0,L1_discount_abuse,True
1116eef143ff0ec32867729b83df8530,179.76,89.88,50.0,L1_discount_abuse,True
111dc64700f0263f8001c38215036c92,37.58,17.14,54.38,L1_discount_abuse,True
111e8cdb5890a7e3beae3e717737ca51,32.1,16.05,50.0,L1_discount_abuse,True
1135fd6920dbadb0eff2071674ab2808,142.5,71.25,50.0,L1_discount_abuse,True
11433594967d07f9ed0b30827fd35385,770.04,385.02,50.0,L1_discount_abuse,True
11483c6a164cf839a3b0c945acc5935e,68.52,22.84,66.67,L1_discount_abuse,True
1149d72adba9246665c80103bd7011c5,102.1,51.05,50.0,L1_discount_abuse,True
115a5def49198c358d372dccac79ce54,410.84,205.42,50.0,L1_discount_abuse,True
1196240b71cd166c2b75a3a0c9ded394,535.44,133.86,75.0,L1_discount_abuse,True
11978d520d85578c9f024b99ac1a87ef,100.18,50.09,50.0,L1_discount_abuse,True
11aa678fe753b76d14deeb477735998f,417.54,208.77,50.0,L1_discount_abuse,True
11f97a9967bb081adb9883460c71e845,381.6,127.2,66.67,L1_discount_abuse,True
11fa0235decc84fa20b516ab7eec74ec,244.26,122.13,50.0,L1_discount_abuse,True
121c467b693acd6f359cc3e13c73b27d,153.62,76.81,50.0,L1_discount_abuse,True
124c799bcc4126cdb5cca8c5889533b7,488.8,244.4,50.0,L1_discount_abuse,True
125f4dd03bbae6aa696e6196ac423f72,938.78,469.39,50.0,L1_discount_abuse,True
126da462f642d99483c0691ac474c783,295.8,147.9,50.0,L1_discount_abuse,True
126db85298f060d1b6fb6d032fd2dc06,151.54,75.77,50.0,L1_discount_abuse,True
127e151835ed0bf4ea8e262040fa1c3d,251.02,125.51,50.0,L1_discount_abuse,True
12bc94612964e0cd17a45a286899a3d1,47.42,23.71,50.0,L1_discount_abuse,True
12c404363fece070157a8d13afb76b71,203.86,101.93,50.0,L1_discount_abuse,True
12cdb224996beb57ba2315faff824277,200.66,100.33,50.0,L1_discount_abuse,True
12d34cd89b0be0896cfecdbd41f5e952,75.84,37.92,50.0,L1_discount_abuse,True
12f2f3174deba94de2aa43ad4adf6d3e,2744.5,1372.25,50.0,L1_discount_abuse,True
1308f542d82d3b18c50659be0f12a323,280.68,140.34,50.0,L1_discount_abuse,True
132d901a3191ebd415e9ed346435417e,282.66,141.33,50.0,L1_discount_abuse,True
135b582ac1ec8138d4f9f0ef27a7ba36,360.75,240.5,33.33,L1_discount_abuse,True
136d740adc5aa0d3ad07f279eeb5b665,207.46,103.73,50.0,L1_discount_abuse,True
138231385802e09f83a82cf35bc5f4aa,2118.5,1059.25,50.0,L1_discount_abuse,True
1389d3b1fab26d87e40c382d11a8ac3c,114.32,57.16,50.0,L1_discount_abuse,True
13915b8e35e0ca97dcbdf2cffe7233c5,222.04,111.02,50.0,L1_discount_abuse,True
139566ca96ac60204ca4fc24f52d8c83,279.96,139.98,50.0,L1_discount_abuse,True
13bc2aa1a887b018329663498f5e00ab,1059.81,353.27,66.67,L1_discount_abuse,True
13cadcf6f032e98f0fc276734a16d743,172.72,86.36,50.0,L1_discount_abuse,True
13cc20205a5d08b532f127b6fbf0f370,284.25,56.85,80.0,L1_discount_abuse,True
13d37da7780bd1fb1eca0512a3e75f00,139.5,46.5,66.67,L1_discount_abuse,True
13d5066bb747cafa23f1bb6d1838eee4,185.8,92.9,50.0,L1_discount_abuse,True
13f726430863cd4a81b6899e25010475,137.94,68.97,50.0,L1_discount_abuse,True
1405c563a488ba7869c598deec085886,219.56,109.78,50.0,L1_discount_abuse,True
140ae5224df379e09df7cdf376070834,314.6,157.3,50.0,L1_discount_abuse,True
14142e4c26cd190475c63c3dc773bf6c,224.06,112.03,50.0,L1_discount_abuse,True
1431ee47e31c27528b8ae56b66689afc,62.34,31.17,50.0,L1_discount_abuse,True
143bfc6b9cf902d763549e6764121aaf,93.92,46.96,50.0,L1_discount_abuse,True
1468556ad5a95f57ef848cf278d8c6dc,182.9,91.45,50.0,L1_discount_abuse,True
146bde81f92815f59ed9c7d44d8335cd,137.9,68.95,50.0,L1_discount_abuse,True
14727b31671d412db797863b9bba8392,189.32,94.66,50.0,L1_discount_abuse,True
147e9f4682b02a1b8ef314d880654b45,329.6,164.8,50.0,L1_discount_abuse,True
14a031b045ef8ce4a2b6e08d1fc5623b,267.28,66.82,75.0,L1_discount_abuse,True
14cccd76360744f54b4d0fad37c12ebb,166.5,83.25,50.0,L1_discount_abuse,True
14d5f7d2a3755fbd4df406ef4c4b400c,307.95,61.59,80.0,L1_discount_abuse,True
15209a5ea170d24d393e34f8bd52dbaf,214.92,107.46,50.0,L1_discount_abuse,True
15226cfb3e9f4ad163d09f493688204b,247.71,47.17,80.96,L1_discount_abuse,True
1525f8f0c2985955d93907fa19a9cc3a,177.44,88.72,50.0,L1_discount_abuse,True
154f1e943923c5957737382dcb0dc6dc,68.44,34.22,50.0,L1_discount_abuse,True
1550ad5373660bdeb5c52239b456396e,649.92,324.96,50.0,L1_discount_abuse,True
156f6f0ed73a57da184aecc81303bf9d,31.28,17.34,44.57,L1_discount_abuse,True
15764eae87fb040c4ce2bf75f6670a77,232.71,77.57,66.67,L1_discount_abuse,True
157676ef5dfcf1a927e0b60948918946,590.07,393.38,33.33,L1_discount_abuse,True
157cdf5ef06664d53e7449d529e2bad1,184.12,92.06,50.0,L1_discount_abuse,True
1590f37cad06b14cb123f6a45b2bdf4c,198.7,99.35,50.0,L1_discount_abuse,True
15ac0c27c404a6601dc7a613faddc813,59.9,29.95,50.0,L1_discount_abuse,True
15f03e32c4f15c02ef2461951758bce9,162.89,83.03,49.03,L1_discount_abuse,True
1600c77ccd20164d6da4e2285d3ced92,226.9,113.45,50.0,L1_discount_abuse,True
16587ab039631e704fecc41c056967a5,661.28,330.64,50.0,L1_discount_abuse,True
16651b7711b8c360e79e0ac07fc8a1a9,453.3,151.1,66.67,L1_discount_abuse,True
167d27116a1c2e0290a505e98f352c3c,170.91,56.97,66.67,L1_discount_abuse,True
169bbd065798362db04a47a4f8abf551,39.54,19.77,50.0,L1_discount_abuse,True
16b1ca4005cd15dce41f3431902ba314,115.06,57.53,50.0,L1_discount_abuse,True
16c9dc0ba34547f2eb228bcb2971815f,592.06,296.03,50.0,L1_discount_abuse,True
16f391bc8fc37407de41720cd92f6266,618.24,309.12,50.0,L1_discount_abuse,True
16f7bcfa3d20c4e61a2ae69c2132d25e,127.36,63.68,50.0,L1_discount_abuse,True
170dcd772ea4f51c3a859f9beef5d297,1060.35,212.07,80.0,L1_discount_abuse,True
171165c9f5a878508a44d0d428d50099,314.68,157.34,50.0,L1_discount_abuse,True
17536c16762f9a7287c3bbf5f2262008,340.78,170.39,50.0,L1_discount_abuse,True
17825f24877a9289214c301ae0c9424b,204.06,102.03,50.0,L1_discount_abuse,True
178358411049ad27f877b8964564528a,518.35,74.05,85.71,L1_discount_abuse,True
1798a9d3b896e39ea128c25cf6b84ee4,172.3,86.15,50.0,L1_discount_abuse,True
17ae98e755b32ae8ec73470952de4de2,282.66,141.33,50.0,L1_discount_abuse,True
17d22657f0987dcb5df8abd4fa057f8c,99.91,49.08,50.88,L1_discount_abuse,True
17e8b55480433d174982a3eea0454a8b,907.48,453.74,50.0,L1_discount_abuse,True
17f027e58cb5cfb188bac60e3abc5cfe,474.34,237.17,50.0,L1_discount_abuse,True
17f97d000b0ebd36b6dbdf154b0a3d7f,182.76,91.38,50.0,L1_discount_abuse,True
180fb4e6556687774c55bc255a5f7d8a,126.72,63.36,50.0,L1_discount_abuse,True
1825a3f130b2692290f29b53f5dd1c66,474.14,237.07,50.0,L1_discount_abuse,True
1826d2a2eb6ba6e3e4da3ffd1293ba5b,465.66,232.83,50.0,L1_discount_abuse,True
182e6edb8cb190cada2690d7c7d78e76,68.0,34.0,50.0,L1_discount_abuse,True
182fa9505d1a70df89f74950a4e9369c,1143.46,571.73,50.0,L1_discount_abuse,True
182fb1824c0cd548ce120c6108630e37,457.24,228.62,50.0,L1_discount_abuse,True
183d37c4e4e642bb223c42532298c6f0,294.76,147.38,50.0,L1_discount_abuse,True
186748dbc47f9d6cf119fe3ce8be3ea7,368.22,184.11,50.0,L1_discount_abuse,True
186e07e37d4253c4aaab5f2aa0cf4136,158.22,79.11,50.0,L1_discount_abuse,True
186efcd656d8ac4332156f594df02572,1678.8,839.4,50.0,L1_discount_abuse,True
1887d0f6362cc8dd05b9c7764fe627b7,177.21,59.07,66.67,L1_discount_abuse,True
189711984919a2bdda375153d796d096,87.84,43.92,50.0,L1_discount_abuse,True
189b3afbf782ff8ab44477e006153155,165.33,55.11,66.67,L1_discount_abuse,True
189c034bd0ef4966a8f86ed7b5df5797,83.68,41.84,50.0,L1_discount_abuse,True
18d436f1bd867f1869bc3a16103a4b75,434.72,217.36,50.0,L1_discount_abuse,True
18d97970f63e7ee06cc61aabb05cb6b6,128.58,64.29,50.0,L1_discount_abuse,True
18e4264c34fe91aab3b39ea012932f3d,59.68,29.84,50.0,L1_discount_abuse,True
18ed62e249d4b637b186e91f0374a476,121.72,60.86,50.0,L1_discount_abuse,True
19018a1b097164d2fadb3018902f3221,363.06,181.53,50.0,L1_discount_abuse,True
191988c24e4be4ee259d26b443408e3f,229.04,114.52,50.0,L1_discount_abuse,True
192a0f41d4f1af20d8ef537a12a2076e,130.18,65.09,50.0,L1_discount_abuse,True
192c8364fff4c42bf70f0d9a4525c340,372.54,186.27,50.0,L1_discount_abuse,True
193dce17420e5a1662145bdba0605cd6,78.2,39.1,50.0,L1_discount_abuse,True
196d07f4360358baef663fa6bbba95b0,671.1,111.85,83.33,L1_discount_abuse,True
19d7044958c12e06f37926d4801eb2da,328.36,164.18,50.0,L1_discount_abuse,True
19ee088b8cb4afa401a748f8437135d1,294.99,98.33,66.67,L1_discount_abuse,True
19ef6de262591218648e1765adedad1b,92.0,46.0,50.0,L1_discount_abuse,True
19f99e34df3950b323bd2bbc16152983,52.38,23.3,55.51,L1_discount_abuse,True
1a1cbbc80d127af8c72708f098494a0e,240.6,120.3,50.0,L1_discount_abuse,True
1a1ef8dc595adbce0e5d75d806d69286,141.9,70.95,50.0,L1_discount_abuse,True
1a292836ced1aa222199c34c883f404e,331.52,84.14,74.62,L1_discount_abuse,True
1a494062b68a8ed99ba9171cb9c9aef5,114.0,57.0,50.0,L1_discount_abuse,True
1a611328643ae11146ba09a4425d2e12,839.64,69.97,91.67,L1_discount_abuse,True
1aae876e8a8dcd3f41f6ec9aae3de9e3,187.77,62.59,66.67,L1_discount_abuse,True
1aaeb5badaa812e15594d2c5d04e474a,152.12,76.06,50.0,L1_discount_abuse,True
1ab4ba2aaa118a756ac6f15764adb2ec,405.88,202.94,50.0,L1_discount_abuse,True
1aef7a15aff34d2305b0e6994acd680b,237.78,118.89,50.0,L1_discount_abuse,True
1afc78423ebc34ed1e97cb320ac86620,55.56,27.78,50.0,L1_discount_abuse,True
1b16849c735fb603f647c0e1dbf503c7,203.28,50.82,75.0,L1_discount_abuse,True
1b2a8a35effe3c031684be53784ac90c,1855.64,927.82,50.0,L1_discount_abuse,True
1b2d35912f9c5a605c93adf4b3b74839,145.16,72.58,50.0,L1_discount_abuse,True
